stop,type,population
"Domodossola, via Torino",Bus,0
"Domodossola, via Sant'Antonio",Bus,0
"Domodossola, Ospedale",Bus,0
"Domodossola, piazza Repubblica",Bus,0
"Domodossola, via Scappacino",Bus,0
"Domodossola, Corso Cairoli 20",Bus,0
"Domodossola, via di Vittorio",Bus,0
Vogogna/Piedimulera,Bus,0
Caddo,Bus,0
Crevoladossola,Bus,0
Ponte di Crevola,Bus,0
"Crodo, Bagni",Bus,0
"Domodossola, piazza Orsi Mose",Bus,0
"Villadossola, Centro",Bus,0
"Villadossola, Stab Sisma",Bus,0
"Villadossola, Corso Italia",Bus,0
"Villadossola, Via B. Novello",Bus,0
"Villadossola, Corso Sempione",Bus,0
"Villadossola, Bivio Gaggio",Bus,0
"Domodossola, via Turati",Bus,0
Cosasca di Trontano,Bus,0
Calice,Bus,0
"Domodossola, Cappuccina",Bus,0
Mocogna,Bus,0
Gabbio,Bus,0
"Gravellona Toce, crociera",Bus,0
"Termen, Dorfplatz",Bus,0
"Ried-Brig, Talstation LRR",Bus,0
"Zwischbergen, Bord",Bus,0
"Zwischbergen, Sera",Bus,0
Bettmeralp,Bus,0
Riederalp West,Bus,0
"Fiesch, Bahnhof",Bus,0
"Fiesch, Luftseilbahn",Bus,0
"Fiesch, Dorf",Bus,0
"Fürgangen, Abzw. Bahnhof",Bus,0
"Fiesch, Abzw. Feriendorf",Bus,0
"Fiesch, Altersheim",Bus,0
"Niederwald, Bahnhof",Bus,0
"Ernen, Z'Brigg",Bus,0
"Lax, Bahnhof",Bus,0
"Fiesch, Moos",Bus,0
"Fieschertal, Wichel",Bus,0
"Fieschertal, Dorfplatz",Bus,0
"Binn, Dorf",Bus,0
"Binn, Langthal",Bus,0
"Binn, Giesse",Bus,0
Steinmatten,Bus,0
"Binn, Campingplatz",Bus,0
"Ausserbinn, Hubel",Bus,0
"Ausserbinn, Dorfplatz",Bus,0
"Ausserbinn, Wengi",Bus,0
"Ernen, Wasen-Zauberwald",Bus,0
"Ernen, Dorfplatz",Bus,0
"Ernen, Aragon",Bus,0
"Mühlebach (Goms), Brücke",Bus,0
"Ernen, Niederernen",Bus,0
"Mühlebach (Goms), Dorf",Bus,0
Betten Talstation,Bus,0
"Grengiols, Oberdeisch",Bus,0
"Grengiols, Dorfzufahrt Nord",Bus,0
Grengiols,Train,432
Mörel,Train,-1
"Binn, Fäld",Bus,0
"Binn, Brunnebiel",Bus,0
"Mühlebach (Goms), Ernergalen",Bus,0
"Steinhaus, Dorfplatz",Bus,0
"Monthey, Stade Pottier",Bus,0
"Val-d'Illiez, gare",Bus,0
"Les Crosets, télécabine",Bus,0
"Champoussin, village",Bus,0
"Unterägeri, Spinnerei",Bus,0
"Unterägeri, Zimmel",Bus,0
"Unterägeri, Zentrum",Bus,0
"Unterägeri, Klinik Adelheid",Bus,0
"Unterägeri, Chlösterli",Bus,0
"Unterägeri, Seefeld",Bus,0
"Unterägeri, Buechli",Bus,0
"Oberägeri, Lohmatt",Bus,0
"Oberägeri, Fischmatt",Bus,0
"Oberägeri, Station",Bus,0
"Oberägeri, Pfrundhaus",Bus,0
"Oberägeri, Breiten",Bus,0
"Oberägeri, Maienmatt",Bus,0
"Oberägeri, Ländli",Bus,0
"Alosen, Schmidte",Bus,0
"Alosen, Dorf",Bus,0
"Alosen, Giregg",Bus,0
"Alosen, Brämenegg",Bus,0
"Alosen, Raten",Bus,0
"Menzingen, Kreuzegg",Bus,0
"Menzingen, Moosstrasse",Bus,0
"Menzingen, Weid",Bus,0
"Menzingen, Post",Bus,0
"Menzingen, Institut",Bus,0
"Menzingen, Stalden",Bus,0
"Finstersee, Kirche",Bus,0
"Menzingen, Brettigen",Bus,0
"Finstersee, Seehof",Bus,0
"Walchwil, Bahnhof",Bus,0
"Walchwil, Sternenmatt",Bus,0
"Walchwil, Mütschi",Bus,0
"Walchwil, Gerbi",Bus,0
"Walchwil, Lido",Bus,0
"Walchwil, Sagenbrugg",Bus,0
"Walchwil, Oberwihel",Bus,0
"Walchwil, Grueb",Bus,0
"Walchwil, Engel",Bus,0
"Walchwil, St. Adrian",Bus,0
"Walchwil, Hörndli",Bus,0
"Walchwil, Rufibach",Bus,0
"Arth, Rötlen",Bus,0
"Walchwil, Zämattli",Bus,0
"Walchwil, Aesch",Bus,0
"Walchwil, Chellen",Bus,0
"Walchwil, Usseregg",Bus,0
"Walchwil, Hintermettlen",Bus,0
"Walchwil, Oberhalten",Bus,0
"Walchwil, Blimoos",Bus,0
"Walchwil, Oberdorf",Bus,0
"Walchwil, Obersagen",Bus,0
"Hünenberg, Seeblick",Bus,0
"Hagendorn, Rumentikon",Bus,0
"Hagendorn, Blumenweg",Bus,0
"Cham, Niederwil Schulhaus",Bus,0
"Hagendorn, Lorzenmatt",Bus,0
"Cham, Niederwil",Bus,0
"Cham, Oberwil",Bus,0
"Cham, Langacker",Bus,0
"Cham, Pfad",Bus,0
"Cham, Eizmoos",Bus,0
"Hagendorn, Hofmatt",Bus,0
"Hagendorn, Ziegelei-Museum",Bus,0
"Hagendorn, Grobenmoos",Bus,0
"Cham, Heiligkreuz",Bus,0
"Cham, Lindencham",Bus,0
"Cham, Hammer",Bus,0
"Hünenberg, Badi Hünenberg",Bus,0
"Hünenberg, Langrüti",Bus,0
"Hünenberg, Rothus",Bus,0
"Oberwil b. Zug, Murpfli",Bus,0
"Walchwil, Lotenbach",Bus,0
"Rotkreuz, Sagi",Bus,0
"Rotkreuz, Weihermatt",Bus,0
"Rotkreuz, Küntwil",Bus,0
"Menzingen, Wilen",Bus,0
"Finstersee, Bostadel",Bus,0
"Menzingen, Harget",Bus,0
"Morgarten, Oberbüel",Bus,0
"Morgarten, Eierhals",Bus,0
"Morgarten, Haselmatt",Bus,0
"Morgarten, Denkmal",Bus,0
"Morgarten, Hotel",Bus,0
"Morgarten, Sydefade",Bus,0
"Sattel, Schornen",Bus,0
"Sattel, Hageggli",Bus,0
"Neuheim, Felderhus",Bus,0
"Neuheim, Dorf",Bus,0
"Neuheim, Sarbach",Bus,0
"Neuheim, Falken",Bus,0
"Neuheim, Tal",Bus,0
Uitikon Waldegg,Train,4125
Ringlikon,Train,-1
Rümlang,Train,7912
Oberglatt,Train,6914
Pfungen,Train,3741
Hüntwangen-Wil,Train,1023
Zweidlen,Train,-1
Räterschen,Train,-1
Uster,Train,33829
Wetzikon,Train,-1
Bubikon,Train,7054
Hinwil,Train,11055
Kempten,Train,-1
Pfäffikon ZH,Train,0
Affoltern am Albis,Train,11584
Hedingen,Train,3672
Mettmenstetten,Train,4773
Bonstetten-Wettswil,Train,5418
Knonau,Train,2157
Birmensdorf ZH,Train,6231
Niederhasli,Train,9132
Dielsdorf,Train,5932
Steinmaur,Train,3413
Schöfflisdorf-Oberweningen,Train,3146
Niederweningen Dorf,Train,2877
Niederweningen,Train,2877
"Schönenberg ZH, Post",Bus,0
"Schönenberg ZH, Neubad",Bus,0
"Schönenberg ZH, Zweierhof",Bus,0
"Schönenberg ZH, Sonne",Bus,0
"Schönenberg ZH, Aesch",Bus,0
"Schönenberg ZH, Mühlestalden",Bus,0
"Schönenberg ZH, Wolfbühl",Bus,0
"Schönenberg ZH, Tanne",Bus,0
"Wädenswil, Beichlen",Bus,0
"Wädenswil, Feld",Bus,0
"Wädenswil, Herrlisberg",Bus,0
"Wädenswil, Sandhof",Bus,0
"Wädenswil, Oedischwend",Bus,0
"Wädenswil, Friedhof",Bus,0
"Wädenswil, Mühlebach",Bus,0
"Wädenswil, Waisenhausstrasse",Bus,0
"Wädenswil, Forschungsanstalt",Bus,0
"Wädenswil, Schlossbergstrasse",Bus,0
"Wädenswil, Schmiedstube",Bus,0
"Wädenswil, Eichweid",Bus,0
"Wädenswil, Baumgarten",Bus,0
"Wädenswil, Campus Grüental",Bus,0
"Wädenswil, Meierhof-Rain",Bus,0
"Wädenswil, Sonnenrainstrasse",Bus,0
"Wädenswil, Coop",Bus,0
"Wädenswil, Bahnhof",Bus,0
"Wädenswil, Schwanen",Bus,0
"Wädenswil, Ceder",Bus,0
"Wädenswil, Glärnisch",Bus,0
"Hütten, Schöntal",Bus,0
"Hütten, Schulhaus",Bus,0
"Hütten, Friedhof",Bus,0
"Hütten, Segel",Bus,0
"Wädenswil, Chalchtaren",Bus,0
"Wädenswil, Neubühl",Bus,0
"Wädenswil, Hintere Rüti Ost",Bus,0
"Wädenswil, Hintere Rüti West",Bus,0
"Wädenswil, Winterberg",Bus,0
"Wädenswil, Hangenmoos",Bus,0
"Wädenswil, Gulmenmatt",Bus,0
"Wädenswil, Krähbach",Bus,0
"Wädenswil, Tobelrain",Bus,0
"Wädenswil, Hallenbad/Frohmatt",Bus,0
"Horgen, Bahnhof",Bus,0
"Horgen, Gumelenstrasse",Bus,0
"Horgen, Altes Gemeindehaus",Bus,0
"Horgen, Dorfgasse",Bus,0
"Horgen, untere Mühle",Bus,0
"Horgen, Stocker",Bus,0
"Horgen, Baumgärtlihof",Bus,0
"Horgen, Waidli",Bus,0
"Horgen, Säntisstrasse",Bus,0
"Horgen, Bergli",Bus,0
"Horgen, Widmerheim",Bus,0
"Horgen, Heubach",Bus,0
"Horgen, Stotzweid/Feller",Bus,0
"Horgen, Sunnehügeli",Bus,0
"Horgen, Gehren",Bus,0
"Horgen, Gstaldenrank",Bus,0
"Horgenberg, Moorschwand",Bus,0
"Horgenberg, Wührenbach",Bus,0
"Horgenberg, Hinterklausen",Bus,0
"Horgenberg, Vorderklausen",Bus,0
"Horgenberg, Widenbach",Bus,0
"Hirzel, Neuhaus",Bus,0
"Hirzel, Strickler",Bus,0
"Hirzel, Wolfisbühl",Bus,0
"Hirzel, Kirche",Bus,0
"Hirzel, Katholische Kirche",Bus,0
"Hirzel, Post",Bus,0
"Horgen, Enderholz",Bus,0
"Hirzel, Spitzen",Bus,0
"Horgen, Hanegg",Bus,0
"Schönenberg ZH, Müsli",Bus,0
"Wädenswil, Töbelibach",Bus,0
"Horgen, Arn",Bus,0
"Horgen, Bocken",Bus,0
"Horgen, Waldegg",Bus,0
"Horgen, Schnegg",Bus,0
"Horgen, Reithy",Bus,0
Zollikon,Train,12575
Küsnacht Goldbach,Train,-1
Küsnacht ZH,Train,13939
Erlenbach ZH,Train,5443
Winkel am Zürichsee,Train,4361
Herrliberg-Feldmeilen,Train,6197
Meilen,Train,13511
Uetikon,Train,-1
Männedorf,Train,10638
Stäfa,Train,14039
Uerikon,Train,-1
"Richterswil, Chrummbächli",Bus,0
"Richterswil, Im Leemann",Bus,0
"Richterswil, Speerstrasse",Bus,0
"Richterswil, Untere Schwanden",Bus,0
"Richterswil, Obermatt",Bus,0
"Samstagern, Frohberg",Bus,0
"Samstagern, Sagenbach",Bus,0
"Samstagern, Im Walder",Bus,0
"Samstagern, Zopfschmitten",Bus,0
Waldburg,Train,-1
Spital Zollikerberg,Train,-1
Zollikerberg,Train,-1
Waltikon,Train,-1
"Zumikon, Waltikon",Train,-1
Zumikon,Train,5110
"Zumikon, Dorfzentrum",Train,-1
Maiacher,Train,-1
Neue Forch,Train,-1
Forch,Train,-1
"Forch, Bahnhof",Train,-1
"Maiacher, Station",Train,-1
Scheuren,Train,449
"Scheuren, Station",Train,-1
Neuhaus bei Hinteregg,Train,-1
Hinteregg,Train,-1
Egg,Train,8322
Langwies ZH,Train,0
Emmat,Train,-1
"Egg, Station",Train,-1
"Hinteregg, Station",Train,-1
"Neuhaus bei Hinteregg, Station",Train,-1
Esslingen,Train,-1
"Wettswil a.A., Dettenbühl",Bus,0
"Wettswil a.A., Dorf",Bus,0
"Wettswil a.A., Schürli",Bus,0
"Wettswil a.A., Bäumlisächer",Bus,0
"Wettswil a.A., Langächer",Bus,0
"Affoltern a. A., Weinberg",Bus,0
"Affoltern a. A., Stigeli",Bus,0
"Ringlikon, Gättern",Bus,0
"Ringlikon, Dorf",Bus,0
"Stallikon, Sellenbüren",Bus,0
Regensdorf-Watt,Train,17976
Zürich Affoltern,Train,387225
Buchs-Dällikon,Train,4059
Otelfingen Golfpark,Train,-1
Kaiserstuhl AG,Train,0
"Wettswil a.A., Rehweid",Bus,0
"Wettswil a.A., Beerimoos",Bus,0
"Mettmenstetten, Oberdorf",Bus,0
"Mettmenstetten, Bahnhof",Bus,0
"Rifferswil, Unterrifferswil",Bus,0
"Rifferswil, Hausmatte",Bus,0
"Rifferswil, Post",Bus,0
"Mettmenstetten, Rossauerstr.",Bus,0
"Hauptikon, Dorf",Bus,0
"Rifferswil, Seleger Moor",Bus,0
"Uerzlikon, Dorf",Bus,0
"Hausen am Albis, Grindlen",Bus,0
"Hausen am Albis, Post",Bus,0
"Hausen am Albis, Heisch",Bus,0
"Hausen am Albis, Bifang",Bus,0
"Hausen am Albis, Tüfenbach",Bus,0
"Hausen am Albis, Albisbrunn",Bus,0
"Aeugst am Albis, Grossacher",Bus,0
"Aeugst am Albis, Dorf",Bus,0
"Hausen am Albis, Vollenweid",Bus,0
"Aeugst am Albis, Höchweg",Bus,0
"Hausen am Albis, Riedmatt",Bus,0
"Aeugst am Albis, Müliberg",Bus,0
"Affoltern a. A., Lilienberg",Bus,0
"Aeugstertal, Kloster",Bus,0
"Aeugstertal, Landhus",Bus,0
"Stallikon, Wolfenhof",Bus,0
"Stallikon, Loomatt",Bus,0
"Stallikon, Aegerten",Bus,0
"Stallikon, Gamlikon",Bus,0
"Stallikon, Aumüli",Bus,0
"Wettswil a.A., Chilenholzstr.",Bus,0
"Stallikon, Tägerst",Bus,0
"Mettmenstetten, Wissenbach",Bus,0
"Kappel am Albis, Kloster",Bus,0
"Mettmenstetten, Rossau",Bus,0
Uerzlikon,Bus,0
"Kappel am Albis, Allenwinden",Bus,0
"Hausen am Albis, Türlersee",Bus,0
"Ebertswil, Schulhaus",Bus,0
"Langnau am Albis, Hinteralbis",Bus,0
"Langnau a.A., Albispasshöhe",Bus,0
"Thalwil, Bahnhof",Bus,0
"Thalwil, Mühlebachplatz",Bus,0
"Thalwil, Zentrum",Bus,0
"Thalwil, Schützenhaus",Bus,0
"Thalwil, Feldstrasse",Bus,0
"Thalwil, Ebnet",Bus,0
"Gattikon, Gattikerhöhe",Bus,0
"Gattikon, Obstgarten",Bus,0
"Gattikon, Gattikerhof",Bus,0
"Langnau-Gattikon, Bahnhof",Bus,0
"Langnau am Albis, Dorf",Bus,0
"Langnau a.A.,Schwerzi-Wildpark",Bus,0
"Langnau am Albis, Unteralbis",Bus,0
"Langnau am Albis,Oberrenggstr.",Bus,0
"Langnau am Albis, Mittelalbis",Bus,0
Bauma,Train,4833
Steg,Train,-1
Saland,Train,-1
Fischenthal,Train,2446
Wila,Train,1923
Gibswil,Train,-1
Wald,Train,-1
Tann-Dürnten,Train,7394
Kollbrunn,Train,-1
Rikon,Train,-1
Rämismühle-Zell,Train,-1
Turbenthal,Train,4640
Thalheim-Altikon,Train,655
Dinhard,Train,1525
Langnau-Gattikon,Train,-1
Sihlwald,Train,-1
Zürich Leimbach,Train,387225
Wildpark-Höfli,Train,-1
Sihlau,Train,-1
Sihlbrugg,Train,-1
Sood-Oberleimbach,Train,-1
Adliswil,Train,18514
"Bachenbülach, Bramenländli",Bus,0
"Oberglatt ZH, Pistenende",Bus,0
"Bachenbülach, Bramenstrasse",Bus,0
"Bülach, Einkaufszentrum Süd",Bus,0
"Oberglatt ZH, Bälen",Bus,0
"Bülach, Engelwis",Bus,0
"Bülach, Tiefengasse",Bus,0
"Bülach, Stadthalle",Bus,0
"Bülach, Grampenweg",Bus,0
"Bülach, Untertor",Bus,0
"Bülach, Pfarrgässli",Bus,0
"Bülach, Berufswahlschule",Bus,0
"Bülach, Gewerbehaus",Bus,0
"Bülach, Mettmenriet",Bus,0
"Bülach, Sonnenhof",Bus,0
"Bülach, Moritz-Meyer-Weg",Bus,0
"Bülach, Kreuzstrasse",Bus,0
"Bülach, Cholplatz",Bus,0
"Bülach, Bahnhof",Bus,0
"Bülach, Güterbahnhof",Bus,0
"Bülach, Kantonsschule",Bus,0
"Bülach, Bahnhof Ost",Bus,0
"Embrach, Dreispitz",Bus,0
"Bülach, Niederflachs",Bus,0
"Bülach, Witenwisen",Bus,0
"Embrach, Post",Bus,0
"Embrach, Alterszentrum",Bus,0
"Embrach, Im Feld",Bus,0
"Bülach, Kaserne",Bus,0
"Bülach, Stubenchlaus",Bus,0
"Bülach, Untere Frohalde",Bus,0
"Bülach, Obere Frohalde",Bus,0
"Bülach, Berglistrasse",Bus,0
"Bülach, Hohfuri",Bus,0
"Bülach, Schuemacher",Bus,0
"Bülach, Soligänter",Bus,0
"Bülach, Soliboden",Bus,0
"Bülach, Spital",Bus,0
"Oberglatt ZH, Bahnhof",Bus,0
"Oberglatt ZH, Mösli Hofstetten",Bus,0
"Oberglatt ZH, Rietli",Bus,0
"Niederhasli, Hofstetterstrasse",Bus,0
"Niederglatt ZH, Zentrum",Bus,0
"Oberglatt ZH, Zentrum",Bus,0
"Rümlang, Riedmatt",Bus,0
"Rümlang, Bahnhof",Bus,0
"Höri, Oberhöri",Bus,0
"Bülach, Hinterbirch",Bus,0
"Stadel b. N., Neuwis-Huus",Bus,0
"Stadel b. N., Musterplatz",Bus,0
"Windlach, Kreuz",Bus,0
"Stadel b. N., Zentrum",Bus,0
"Windlach, Raat",Bus,0
"Neerach, Post",Bus,0
"Stadel b. N., Stig",Bus,0
"Hochfelden, Chalchofen",Bus,0
"Neerach, Gemeindehaus",Bus,0
"Hochfelden, Post",Bus,0
"Zweidlen, Zweidlergraben",Bus,0
"Riedt b. Neerach, Riedacher",Bus,0
"Steinmaur, Obersteinmaur",Bus,0
"Niederglatt ZH, Nöschikon",Bus,0
"Steinmaur, Gemeindehaus",Bus,0
"Riedt b. Neerach, Storchen",Bus,0
"Steinmaur, Heitlig",Bus,0
"Niederglatt ZH,altes Schulhaus",Bus,0
"Niederglatt ZH, Sonnenbergstr.",Bus,0
"Höri, Schulhaus",Bus,0
"Höri, Gemeindehaus",Bus,0
"Niederglatt ZH, Seeblerstrasse",Bus,0
"Niederhasli, Dorf",Bus,0
"Niederhasli, Bahnhof",Bus,0
"Dielsdorf, Erlen",Bus,0
"Rümlang, Rümelbach",Bus,0
"Rümlang, Bäuler",Bus,0
"Glattbrugg, Unterriet",Bus,0
"Kloten Balsberg, Bahnhof",Bus,0
"Zürich Flughafen, Werft",Bus,0
"Zürich Flughafen, Bahnhof",Bus,0
"Zürich Flughafen, OPC",Bus,0
"Zürich Flughafen, Fracht",Bus,0
"Weiach, Oberdorfstrasse",Bus,0
"Bülach, Hirslen",Bus,0
"Glattfelden, Aarüti",Bus,0
"Zweidlen, Bahnhof",Bus,0
"Kloten, Zum Wilden Mann",Bus,0
"Winkel, Wisental",Bus,0
"Kloten, Freienberg",Bus,0
"Kloten, Sporthalle Ruebisbach",Bus,0
"Kloten, Kirchgasse",Bus,0
"Kloten, Kaserne Ost",Bus,0
"Winkel, Seebüel",Bus,0
"Winkel, Oberrüti",Bus,0
"Lufingen, Augwil",Bus,0
"Kloten, Hohrainli",Bus,0
"Kloten, Weinbergstrasse",Bus,0
"Kloten, Rankstrasse",Bus,0
"Lufingen, Hintermarchlen",Bus,0
"Kloten, Egetswil",Bus,0
"Kloten, Chanzler",Bus,0
"Lufingen, Dorf",Bus,0
"Lufingen, Unterdorf",Bus,0
"Embrach, Zürcherstrasse",Bus,0
"Oberembrach, Dorf",Bus,0
"Embrach, Gemeindehaus",Bus,0
"Embrach, Oberdorf",Bus,0
"Embrach, Illingerweg",Bus,0
"Embrach, Embraport",Bus,0
"Embrach-Rorbas, Bahnhof",Bus,0
"Embrach, Hard",Bus,0
"Freienstein, Post",Bus,0
"Rorbas, Dorfplatz",Bus,0
"Rorbas, Aubrücke",Bus,0
"Freienstein, Breite",Bus,0
"Rorbas, Hirschen",Bus,0
"Freienstein, Friedhof Federen",Bus,0
"Teufen ZH, Unterteufen",Bus,0
"Teufen ZH, Schulhaus",Bus,0
"Teufen ZH, Oberteufen",Bus,0
"Teufen ZH, Schloss",Bus,0
"Höri, Fuhrstrasse",Bus,0
"Winkel, Schwärzen",Bus,0
"Winkel, Scheidweg",Bus,0
"Winkel, Zentrum",Bus,0
"Bachenbülach, Schmiede",Bus,0
"Winkel, Oberdorf",Bus,0
"Bachenbülach, alte Post",Bus,0
"Winkel, Bühlhof",Bus,0
"Dielsdorf, Ruchwiesen",Bus,0
"Dielsdorf, Altmoos",Bus,0
"Dielsdorf, Wehntalerstrasse",Bus,0
"Dielsdorf, Dorfzentrum",Bus,0
"Steinmaur, Bahnhof",Bus,0
"Steinmaur, Sünikon",Bus,0
"Schöfflisdorf, Gemeindehaus",Bus,0
"Bachs, Weiherbach",Bus,0
"Glattfelden, Bahnhof",Bus,0
"Glattfelden, Stationsweg",Bus,0
"Glattfelden, Eichhölzli",Bus,0
"Eglisau, Viehmarkt",Bus,0
"Glattfelden, Staltigstrasse",Bus,0
"Eglisau, Schlafapfelbaum",Bus,0
"Eglisau, Oberseglingen",Bus,0
"Glattfelden, Schulhaus Hof",Bus,0
"Glattfelden, Post",Bus,0
"Hüntwangen, Dorf",Bus,0
"Wasterkingen, Gemeindehaus",Bus,0
"Wasterkingen,Ausserdorfstrasse",Bus,0
"Eglisau, Städtli",Bus,0
"Wil ZH, Lirenhof",Bus,0
"Eglisau, Altersheim",Bus,0
"Eglisau, Wiler",Bus,0
"Eglisau, Kaiserhof",Bus,0
"Eglisau, Breitistrasse",Bus,0
"Eglisau, Steinboden",Bus,0
"Eglisau, Tössriederen",Bus,0
"Wil ZH, Gemeindehaus",Bus,0
"Rafz, Bleiki",Bus,0
"Rafz, Pflegeheim Peteracker",Bus,0
"Wil ZH, Breitenmatt",Bus,0
"Schleinikon, Dorf",Bus,0
"Oberweningen, Dorf",Bus,0
"Schleinikon, Wasen",Bus,0
"Oberweningen, Hüeblistrasse",Bus,0
"Oberweningen, Rossstall",Bus,0
"Schöfflisdorf-Oberwen, Bahnhof",Bus,0
"Oberweningen, Kronenweg",Bus,0
"Oberneunforn, Stocke",Bus,0
"Oberneunforn, Dorf",Bus,0
"Oberneunforn, Langmüli",Bus,0
Truttikon,Bus,0
"Ossingen, Usserdorf",Bus,0
"Ossingen, Bahnhof",Bus,0
"Trüllikon, Dorf",Bus,0
"Kleinandelfingen, Bad",Bus,0
"Kleinandelfingen, Dorf",Bus,0
Oerlingen,Bus,0
"Andelfingen, Bahnhof",Bus,0
"Marthalen, Bahnhof",Bus,0
"Trüllikon, Kindergarten",Bus,0
"Rudolfingen, Dorf",Bus,0
Adlikon b. Andelfingen,Bus,0
"Humlikon, Dorfplatz",Bus,0
Gütighausen,Bus,0
Niederwil ZH,Bus,0
"Bänk (Dägerlen), Hanfland",Bus,0
Welsikon,Bus,0
Rutschwil,Bus,0
"Dinhard, Gemeindehaus",Bus,0
"Dägerlen, Berg",Bus,0
"Hettlingen, Föhrenstrasse",Bus,0
"Dinhard, Grüt",Bus,0
"Thalheim-Altikon, Bahnhof",Bus,0
Thalheim an der Thur,Bus,0
"Dägerlen, Oberwil",Bus,0
"Dägerlen, Lindenhof",Bus,0
"Wiesendangen, Leingrüebler",Bus,0
"Wiesendangen, Gemeindehaus",Bus,0
"Wiesendangen, Hinterdorf",Bus,0
"Wiesendangen, Attikerstrasse",Bus,0
"Attikon, Dorf",Bus,0
"Rickenbach-Attikon, Bahnhof",Bus,0
"Rickenbach Sulz, Mottlistrasse",Bus,0
"Rickenbach ZH, Dorf",Bus,0
"Rickenbach ZH, Gemeindehaus",Bus,0
"Ellikon a. d. Thur, Dorf",Bus,0
"Altikon, Herten",Bus,0
"Altikon, Brückenwaage",Bus,0
"Marthalen, Dorf",Bus,0
"Rheinau, Psych. Uniklinik",Bus,0
"Rheinau, Galgenbuck",Bus,0
"Rheinau, Hallenbad",Bus,0
"Rheinau, Unterstadt",Bus,0
"Rheinau, Schulplatz",Bus,0
Dättlikon,Bus,0
"Pfungen, Eskimo",Bus,0
"Pfungen, Bahnhof",Bus,0
"Neftenbach, Tössallmend",Bus,0
"Neftenbach, Herrgass",Bus,0
"Neftenbach, Wolfgässli",Bus,0
"Neftenbach, alte Post",Bus,0
Gräslikon,Bus,0
"Buch a. Irchel, Wiler",Bus,0
"Buch a. Irchel, Unterbuch",Bus,0
"Buch am Irchel, Oberbuch",Bus,0
"Buch a. Irchel, Sägerei",Bus,0
"Buch a. Irchel, Desibach",Bus,0
"Hünikon (Neftenbach), Vontobel",Bus,0
Hünikon (Neftenbach),Bus,0
Aesch (Neftenbach),Bus,0
"Henggart, Bahnhof",Bus,0
"Humlikon, Schulweg",Bus,0
"Humlikon, Im Gern",Bus,0
"Hettlingen, Dorf",Bus,0
"Elgg, Bahnhof",Bus,0
"Elgg, Post",Bus,0
"Elgg, Dorf",Bus,0
"Elgg, Obergasse",Bus,0
"Elgg, Schloss",Bus,0
"Elgg, Sennhof",Bus,0
"Hofstetten ZH, Dorf",Bus,0
"Schlatt ZH, Oberschlatt",Bus,0
"Schlatt ZH, Waltenstein",Bus,0
"Schlatt ZH, Unterschlatt",Bus,0
"Zell ZH, Hand",Bus,0
"Schlatt ZH, Berg b.Waltenstein",Bus,0
"Schlatt ZH, Schulhaus",Bus,0
"Elsau, Tolhusen",Bus,0
"Elsau, Bettli",Bus,0
"Elsau, Pestalozzistrasse",Bus,0
"Elsau, Sportplatz",Bus,0
"Elsau, Ebnet",Bus,0
"Elsau, Dorf",Bus,0
Girenbad b. Turbenthal,Bus,0
"Turbenthal, Hutzikon",Bus,0
"Turbenthal, Bahnhof",Bus,0
"Turbenthal, Fridtal",Bus,0
"Zell ZH, Mühliwies",Bus,0
"Turbenthal, Schloss",Bus,0
Opfikon,Train,19355
Kloten Balsberg,Train,18830
Kloten,Train,18830
"Turbenthal, Usserdorfweg",Bus,0
"Wildberg, Alte Post",Bus,0
"Zell ZH, Dorf",Bus,0
"Turbenthal, Kehlhof",Bus,0
"Wila, Espistrasse",Bus,0
"Turbenthal, Oberhofen",Bus,0
"Turbenthal, Neubrunn",Bus,0
"Turbenthal, Seelmatten",Bus,0
"Wila, Bahnhof",Bus,0
"Turbenthal, Tablat",Bus,0
"Wila, Zentrum",Bus,0
"Wila, Talgarten",Bus,0
"Wila, Geissackerstrasse",Bus,0
"Turbenthal, Gosswil",Bus,0
"Turbenthal, Abzw. Auli",Bus,0
"Turbenthal, Kellersacker",Bus,0
"Turbenthal, Freckmünd",Bus,0
"Schmidrüti, Dorf",Bus,0
"Schmidrüti, Buchenenstock",Bus,0
"Sitzberg, Sternen",Bus,0
"Bauma, Bahnhof",Bus,0
"Bauma, Hörnen",Bus,0
"Bauma, Widen",Bus,0
Schindlet,Bus,0
"Saland, Dillhus",Bus,0
"Bauma, Musterplatz",Bus,0
"Sternenberg, Höchstock",Bus,0
"Sternenberg, Rossweid",Bus,0
"Sternenberg, Kirche",Bus,0
"Sternenberg, Gfell",Bus,0
"Sternenberg, Sunnenbad",Bus,0
"Pfäffikon ZH, Bahnhof",Bus,0
"Pfäffikon ZH, Bussenhausen",Bus,0
"Pfäffikon ZH, Frohwies",Bus,0
"Pfäffikon ZH, Mettlenstrasse",Bus,0
"Pfäffikon ZH, Steinwiesstrasse",Bus,0
"Pfäffikon ZH, Sulzberg",Bus,0
"Pfäffikon ZH, Matten",Bus,0
"Pfäffikon ZH, Güchweg",Bus,0
"Auslikon, Schulhausstrasse",Bus,0
"Pfäffikon ZH, Hörnlistrasse",Bus,0
"Russikon, Wilhof",Bus,0
"Russikon, Tüfi",Bus,0
"Russikon, Dorf",Bus,0
"Russikon, Post",Bus,0
"Madetswil, Dorf",Bus,0
"Russikon, Kirche",Bus,0
"Russikon, Morgenthal",Bus,0
"Madetswil, Bläsimühle",Bus,0
Ehrikon,Bus,0
