,0,1
698,66-79-Y-j18-1,Regionalzug
699,80-79-Y-j18-1,RegioExpress
700,40-7-Y-j18-1,Eurocity
701,42-7-Y-j18-1,Intercity
702,57-7-Y-j18-1,TGV
703,59-7-Y-j18-1,InterRegio
704,66-7-Y-j18-1,Regionalzug
705,68-7-Y-j18-1,S-Bahn
706,69-7-Y-j18-1,S-Bahn
707,72-7-Y-j18-1,S-Bahn
708,76-7-Y-j18-1,Schnellzug
709,77-7-Y-j18-1,RegioExpress
710,78-7-Y-j18-1,RegioExpress
711,79-7-Y-j18-1,RegioExpress
712,80-7-Y-j18-1,RegioExpress
713,6-8-C-j18-1,RegioExpress
714,6-8-D-j18-1,S-Bahn
715,6-8-j18-1,Intercity
716,12-8-B-j18-1,S-Bahn
717,16-8-j18-1,S-Bahn
718,21-8-A-j18-1,S-Bahn
719,21-8-B-j18-1,Intercity
720,21-8-j18-1,S-Bahn
721,23-8-j18-1,S-Bahn
722,26-8-A-j18-1,S-Bahn
723,26-8-j18-1,S-Bahn
724,66-80-Y-j18-1,Regionalzug
725,80-80-Y-j18-1,RegioExpress
726,2-81-A-j18-1,S-Bahn
727,2-81-j18-1,S-Bahn
728,79-81-j18-1,S-Bahn
729,66-81-Y-j18-1,Regionalzug
730,80-81-Y-j18-1,RegioExpress
731,66-82-Y-j18-1,Regionalzug
732,80-82-Y-j18-1,RegioExpress
733,66-83-Y-j18-1,Regionalzug
734,80-83-Y-j18-1,RegioExpress
735,66-84-Y-j18-1,Regionalzug
736,80-84-Y-j18-1,RegioExpress
737,66-85-Y-j18-1,Regionalzug
738,80-85-Y-j18-1,RegioExpress
739,66-86-Y-j18-1,Regionalzug
740,80-86-Y-j18-1,RegioExpress
741,66-87-Y-j18-1,Regionalzug
742,80-87-Y-j18-1,RegioExpress
743,66-88-Y-j18-1,Regionalzug
744,80-88-Y-j18-1,RegioExpress
745,66-89-Y-j18-1,Regionalzug
746,80-89-Y-j18-1,RegioExpress
747,40-8-Y-j18-1,Eurocity
748,42-8-Y-j18-1,Intercity
749,59-8-Y-j18-1,InterRegio
750,66-8-Y-j18-1,Regionalzug
751,68-8-Y-j18-1,S-Bahn
752,69-8-Y-j18-1,S-Bahn
753,72-8-Y-j18-1,S-Bahn
754,76-8-Y-j18-1,Schnellzug
755,77-8-Y-j18-1,RegioExpress
756,78-8-Y-j18-1,RegioExpress
757,79-8-Y-j18-1,RegioExpress
758,80-8-Y-j18-1,RegioExpress
759,1-9-j18-1,S-Bahn
760,4-9-j18-1,S-Bahn
761,6-9-A-j18-1,S-Bahn
762,8-9-j18-1,S-Bahn
763,12-9-B-j18-1,S-Bahn
764,16-9-j18-1,S-Bahn
765,23-9-j18-1,S-Bahn
766,26-9-A-j18-1,S-Bahn
767,26-9-j18-1,S-Bahn
768,9-90-j18-1,InterRegio
769,23-90-j18-1,InterRegio
770,24-90-j18-1,InterRegio
771,66-90-Y-j18-1,Regionalzug
772,80-90-Y-j18-1,RegioExpress
773,66-91-Y-j18-1,Regionalzug
774,80-91-Y-j18-1,RegioExpress
775,80-920-j18-1,RegioExpress
776,66-92-Y-j18-1,Regionalzug
777,80-92-Y-j18-1,RegioExpress
778,66-93-Y-j18-1,Regionalzug
779,80-93-Y-j18-1,RegioExpress
780,66-94-Y-j18-1,Regionalzug
781,80-94-Y-j18-1,RegioExpress
782,66-95-Y-j18-1,Regionalzug
783,80-95-Y-j18-1,RegioExpress
784,66-96-Y-j18-1,Regionalzug
785,80-96-Y-j18-1,RegioExpress
786,66-97-Y-j18-1,Regionalzug
787,80-97-Y-j18-1,RegioExpress
788,66-98-Y-j18-1,Regionalzug
789,80-98-Y-j18-1,RegioExpress
790,12-99-j18-1,S-Bahn
791,66-99-Y-j18-1,Regionalzug
792,80-99-Y-j18-1,RegioExpress
793,40-9-Y-j18-1,Eurocity
794,42-9-Y-j18-1,Intercity
795,59-9-Y-j18-1,InterRegio
796,66-9-Y-j18-1,Regionalzug
797,68-9-Y-j18-1,S-Bahn
798,69-9-Y-j18-1,S-Bahn
799,72-9-Y-j18-1,S-Bahn
800,76-9-Y-j18-1,Schnellzug
801,78-9-Y-j18-1,RegioExpress
802,79-9-Y-j18-1,RegioExpress
803,80-9-Y-j18-1,RegioExpress
804,68-R03-j18-1,S-Bahn
805,68-L01-j18-1,S-Bahn
806,68-C01-2-j18-1,S-Bahn
807,68-Z02-j18-1,S-Bahn
