,0,1
608,68-5-Y-j18-1,S-Bahn
609,69-5-Y-j18-1,S-Bahn
610,72-5-Y-j18-1,S-Bahn
611,74-5-Y-j18-1,RegioExpress
612,76-5-Y-j18-1,Schnellzug
613,77-5-Y-j18-1,RegioExpress
614,78-5-Y-j18-1,RegioExpress
615,79-5-Y-j18-1,RegioExpress
616,80-5-Y-j18-1,RegioExpress
617,5-6-A-j18-1,S-Bahn
618,5-6-j18-1,S-Bahn
619,6-6-B-j18-1,Intercity
620,6-6-j18-1,S-Bahn
621,10-6-j18-1,S-Bahn
622,12-6-j18-1,S-Bahn
623,16-6-j18-1,S-Bahn
624,26-6-A-j18-1,S-Bahn
625,26-6-j18-1,S-Bahn
626,79-6-B-j18-1,S-Bahn
627,8-60-j18-1,S-Bahn
628,20-60-j18-1,S-Bahn
629,79-60-j18-1,S-Bahn
630,80-600-j18-1,RegioExpress
631,66-60-Y-j18-1,Regionalzug
632,80-60-Y-j18-1,RegioExpress
633,6-61-A-j18-1,Intercity
634,12-61-j18-1,S-Bahn
635,66-61-Y-j18-1,Regionalzug
636,80-61-Y-j18-1,RegioExpress
637,66-62-Y-j18-1,Regionalzug
638,80-62-Y-j18-1,RegioExpress
639,66-63-Y-j18-1,Regionalzug
640,80-63-Y-j18-1,RegioExpress
641,66-64-Y-j18-1,Regionalzug
642,80-64-Y-j18-1,RegioExpress
643,80-650-j18-1,RegioExpress
644,66-65-Y-j18-1,Regionalzug
645,80-65-Y-j18-1,RegioExpress
646,66-66-Y-j18-1,Regionalzug
647,80-66-Y-j18-1,RegioExpress
648,66-67-Y-j18-1,Regionalzug
649,80-67-Y-j18-1,RegioExpress
650,66-68-Y-j18-1,Regionalzug
651,80-68-Y-j18-1,RegioExpress
652,66-69-Y-j18-1,Regionalzug
653,80-69-Y-j18-1,RegioExpress
654,40-6-Y-j18-1,Eurocity
655,42-6-Y-j18-1,Intercity
656,57-6-Y-j18-1,TGV
657,59-6-Y-j18-1,InterRegio
658,66-6-Y-j18-1,Regionalzug
659,68-6-Y-j18-1,S-Bahn
660,69-6-Y-j18-1,S-Bahn
661,72-6-Y-j18-1,S-Bahn
662,74-6-Y-j18-1,RegioExpress
663,76-6-Y-j18-1,Schnellzug
664,77-6-Y-j18-1,RegioExpress
665,78-6-Y-j18-1,RegioExpress
666,79-6-Y-j18-1,RegioExpress
667,80-6-Y-j18-1,RegioExpress
668,6-7-D-j18-1,S-Bahn
669,6-7-j18-1,S-Bahn
670,12-7-j18-1,S-Bahn
671,21-7-j18-1,S-Bahn
672,23-7-j18-1,S-Bahn
673,26-7-A-j18-1,S-Bahn
674,26-7-j18-1,S-Bahn
675,12-70-j18-1,InterRegio
676,25-70-j18-1,InterRegio
677,26-70-j18-1,InterRegio
678,59-700-j18-1,InterRegio
679,66-70-Y-j18-1,Regionalzug
680,80-70-Y-j18-1,RegioExpress
681,66-71-Y-j18-1,Regionalzug
682,80-71-Y-j18-1,RegioExpress
683,66-72-Y-j18-1,Regionalzug
684,80-72-Y-j18-1,RegioExpress
685,66-73-Y-j18-1,Regionalzug
686,80-73-Y-j18-1,RegioExpress
687,66-74-Y-j18-1,Regionalzug
688,80-74-Y-j18-1,RegioExpress
689,21-75-j18-1,InterRegio
690,66-75-Y-j18-1,Regionalzug
691,80-75-Y-j18-1,RegioExpress
692,66-76-Y-j18-1,Regionalzug
693,80-76-Y-j18-1,RegioExpress
694,66-77-Y-j18-1,Regionalzug
695,80-77-Y-j18-1,RegioExpress
696,66-78-Y-j18-1,Regionalzug
697,80-78-Y-j18-1,RegioExpress
