,stop_id,stop_name,stop_lat,stop_lon
0,8500010:0:3,Basel SBB,47,7
1,8500020:0:3,Muttenz,47,7
2,8500021:0:5,Pratteln,47,7
3,8517131:0:2,Pratteln Salina Raurica,47,7
4,8500300:0:5,Kaiseraugst,47,7
5,8500313:0:2,Rheinfelden Augarten,47,7
6,8500301:0:3,Rheinfelden,47,7
7,8500302:0:3,Möhlin,47,7
8,8500303:0:2,Mumpf,47,7
9,8500320:0:3,Stein-Säckingen,47,7
10,8500304:0:2,Eiken,47,7
11,8500305:0:1,Frick,47,8
12,8500010:0:6,Basel SBB,47,7
13,8500010:0:1,Basel SBB,47,7
14,8500010:0:4,Basel SBB,47,7
15,8500010:0:9,Basel SBB,47,7
16,8500309:0:2,Brugg AG,47,8
17,8500305:0:3,Frick,47,8
18,8500304:0:1,Eiken,47,7
19,8500320:0:4,Stein-Säckingen,47,7
20,8500303:0:3,Mumpf,47,7
21,8500302:0:2,Möhlin,47,7
22,8500301:0:4,Rheinfelden,47,7
23,8500313:0:1,Rheinfelden Augarten,47,7
24,8500300:0:4,Kaiseraugst,47,7
25,8517131:0:1,Pratteln Salina Raurica,47,7
26,8500021:0:4,Pratteln,47,7
27,8500020:0:1,Muttenz,47,7
28,8500305:0:2,Frick,47,8
29,8503000:0:15,Zürich HB,47,8
30,8502119:0:3,Lenzburg,47,8
31,8502113:0:5,Aarau,47,8
32,8500218:0:8,Olten,47,7
33,8507000:0:5,Bern,46,7
34,8504100:0:2,Fribourg/Freiburg,46,7
35,8501120:0:5,Lausanne,46,6
36,8501008:0:2,Genève,46,6
37,8501026:0:2,Genève-Aéroport,46,6
38,8503000:0:41/42,Zürich HB,47,8
39,8503020:0:4,Zürich Hardbrücke,47,8
40,8503001:0:3,Zürich Altstetten,47,8
41,8503509:0:3,Schlieren,47,8
42,8503512:0:1,Glanzenberg,47,8
43,8503508:0:3,Dietikon,47,8
44,8503506:0:4,Killwangen-Spreitenbach,47,8
45,8503511:0:1,Neuenhof,47,8
46,8503505:0:5,Wettingen,47,8
47,8503504:0:3,Baden,47,8
48,8503503:0:4,Turgi,47,8
49,8500309:0:5,Brugg AG,47,8
50,8502237:0:6,Lupfig,47,8
51,8502247:0:6,Birr,47,8
52,8502105:0:4,Othmarsingen,47,8
53,8502114:0:1,Rupperswil,47,8
54,8502113:0:4,Aarau,47,8
55,8590216,"Buchs AG, Wynenfeld",47,8
56,8590213,"Buchs AG, Industrie",47,8
57,8590212,"Buchs AG, Heuweg",47,8
58,8590207,"Buchs AG, Altersheim",47,8
59,8590215,"Buchs AG, Trieschweg",47,8
60,8590210,"Buchs AG, Fabrikweg",47,8
61,8590211,"Buchs AG, Gysistrasse",47,8
62,8590208,"Buchs AG, Brauerei",47,8
63,8590214,"Buchs AG, Torfeld",47,8
64,8590133,"Aarau, Bavaria",47,8
65,8590142,"Aarau, Gais",47,8
66,8502996,"Aarau, Bahnhof",47,8
67,8578642,"Aarau, Kunsthaus",47,8
68,8578643,"Aarau, Holzmarkt",47,8
69,8578644,"Aarau, Rathaus",47,8
70,8572388,"Aarau, Aarepark",47,8
71,8502685,"Rombach, Rombacherhof",47,8
72,8502684,"Küttigen, Hinterrain",47,8
73,8572389,"Küttigen, Stock",47,8
74,8502683,"Küttigen, Post",47,8
75,8572390,"Küttigen, Kreuz",47,8
76,8594930,"Aarau, Kettenbrücke",47,8
77,8594929,"Aarau, Kasinopark",47,8
78,8578672,"Baden, Ruschebach",47,8
79,8578671,"Baden, Ifang",47,8
80,8578670,"Baden, Kapelle",47,8
81,8578669,"Baden, Schellenacker",47,8
82,8590187,"Baden, Römerstrasse",47,8
83,8578668,"Baden, Bruggerstrasse",47,8
84,8590197,"Baden, Trafo",47,8
85,8590190:0:2,"Baden, Bahnhof Ost",47,8
86,8590192,"Baden, Schlossbergplatz",47,8
87,8591708,"Baden, Weite Gasse",47,8
88,8572581,"Baden, Kantonsschule",47,8
89,8590300,"Wettingen, Langenstein",47,8
90,8590312,"Wettingen, Winkelried",47,8
91,8578678,"Wettingen, Zentrumsplatz",47,8
92,8590303,"Wettingen, Rebstock",47,8
93,8590306,"Wettingen, Sonne",47,8
94,8590295,"Wettingen, Busgarage",47,8
95,8590299,"Wettingen, Kreuzkapelle",47,8
96,8590315,"Würenlos, Flüefeld",47,8
97,8590313,"Würenlos, Bahnhof",47,8
98,8590316,"Würenlos, Post",47,8
99,8590317,"Würenlos, Raiffeisenbank",47,8
100,8590314,"Würenlos, Büntenstrasse",47,8
101,8578679,"Würenlos, Bettlen",47,8
102,8590309,"Wettingen, Staffelstrasse",47,8
103,8572580,"Baden, Schulhausplatz",47,8
104,8580638,"Baden, Stein",47,8
105,8578914:0:1,"Baden, Bahnhof West",47,8
106,8578677,"Gebenstorf, Reuss",47,8
107,8502873,"Gebenstorf, alte Post",47,8
108,8572511,"Gebenstorf, Cherne",47,8
109,8578674,"Gebenstorf, Alter Löwen",47,8
110,8502985,"Gebenstorf, Gemeindehaus",47,8
111,8503886,"Gebenstorf, Waldheim",47,8
112,8590291,"Turgi, Gehling",47,8
113,8503778,"Turgi, Wil",47,8
114,8578673,"Turgi, Sitten",47,8
115,8590296,"Wettingen, Halbartenstrasse",47,8
116,8590297,"Wettingen, Hardstrasse",47,8
117,8590310,"Wettingen, Tägi",47,8
118,8572745,"Zofingen, Bahnhof",47,7
119,8502581,"Zofingen, Bifangstrasse",47,7
120,8572677,"Zofingen, Mühlethalstrasse",47,7
121,8572678,"Oftringen, Döbeligut",47,7
122,8572679,"Oftringen, Bühnenberg-Sonnmatt",47,7
123,8572680,"Küngoldingen, Post",47,7
124,8502363,"Oftringen, Gilam",47,7
125,8572681,"Oftringen, Schulhaus/Kirche",47,7
126,8502362,"Oftringen, Oberfeld",47,7
127,8577503,"Oftringen, Obristhof",47,7
128,8594497,"Oftringen, Neuquartier",47,7
129,8502712,"Oftringen, Kreuzplatz",47,7
130,8572682,"Oftringen, Baslerstrasse",47,7
131,8502383,"Oftringen, Eggenscheide",47,7
132,8572683,"Aarburg-Oftringen, Bahnhof",47,7
133,8502358,"Zofingen, Altachen",47,7
134,8589206,"Zofingen, Schwimmbad",47,7
135,8589205,"Zofingen, Eisengrube",47,7
136,8502384,"Zofingen, Riedtalstrasse",47,7
137,8502386,"Zofingen, Römerbad",47,7
138,8572728,"Zofingen, Oberer Stadteingang",47,7
139,8590274,"Spreitenbach, Härdlistrasse",47,8
140,8590272,"Spreitenbach, Fegistrasse",47,8
141,8590276,"Spreitenbach, Interio",47,8
142,8590269,"Spreitenbach, Breiti",47,8
143,8590239,"Killwangen, Bahnhof",47,8
144,8500962,"Maisprach, Dorf",47,7
145,8572275,"Maisprach, Hofmet",47,7
146,8572274,"Magden, Lanzenberg",47,7
147,8500783,"Magden, Post",47,7
148,8572273,"Magden, Unterdorf",47,7
149,8572272,"Rheinfelden, Eremitage",47,7
150,8572271,"Rheinfelden, Engerfeld",47,7
151,8572251,"Rheinfelden, Töpferweg",47,7
152,8572250,"Rheinfelden, Post",47,7
153,8572249,"Rheinfelden, Bahnhof",47,7
154,8580388,"Rheinfelden, Spitalstrasse",47,7
155,8572270,"Rheinfelden, Altersheim",47,7
156,8594308,"Würenlos, Limmatbrücke",47,8
157,8594304,"Würenlos, Altwiesen",47,8
158,8594310,"Würenlos, Steigass",47,8
159,8594307,"Würenlos, Lärchenweg",47,8
160,8594306,"Würenlos, Brunnenweg",47,8
161,8594309,"Würenlos, Spycher",47,8
162,8594305,"Würenlos, Bahnhofplatz",47,8
163,8502375,"Zofingen, Bergli Friedhof",47,7
164,8590393,"Zofingen, Heitere Hirschpark",47,7
165,8581099,"Zofingen, Heitereplatz",47,7
166,8572741,"Zofingen, Haldenweg",47,7
167,8502369,"Zofingen, Spital",47,7
168,8572654,"Zofingen, Ackerstrasse",47,7
169,8502370,"Zofingen, JHCO",47,7
170,8502385,"Zofingen, Bethge",47,7
171,8502371,"Mühlethal, Weiher",47,7
172,8502582,"Mühlethal, Milchhüsli",47,7
173,8502367,"Mühlethal, Linden",47,7
174,8502583,"Uerkheim, Tannacker",47,7
175,8502368,"Uerkheim, Säge",47,8
176,8502584,"Uerkheim, Abzw. Neudorf",47,8
177,8502769,"Uerkheim, Kirche",47,8
178,8502768,"Uerkheim, Post",47,8
179,8502587,"Uerkheim, Oberdorf",47,8
180,8572653,"Bottenwil, Unterdorf",47,8
181,8502766,"Bottenwil, Dorf",47,8
182,8594203,"Bottenwil, Vorstatt",47,8
183,8594282,"Bottenwil, Stäpflistrasse",47,8
184,8502770,"Uerkheim, Unterdorf",47,8
185,8502765,"Holziken, Abzw. Bändli",47,8
186,8502767,"Holziken, Post",47,8
187,8595230,"Holziken, Hirschthalerstrasse",47,8
188,8581948,"Schöftland, Holzikerstrasse",47,8
189,8589888,"Schöftland Nordweg, Bahnhof",47,8
190,8572651,"Schöftland, Dorfstrasse",47,8
191,8572648,"Schöftland, Bahnhof",47,8
192,8572652,"Uerkheim, Schweizermatten",47,8
193,8572748,"Stein-Säckingen, Bahnhof",47,7
194,8583811,"Stein AG, Bahnhofstrasse",47,7
195,8583810,"Münchwilen AG, Dorfplatz",47,7
196,8581530,"Münchwilen AG, Wendeplatz",47,7
197,8581950,"Eiken, West",47,7
198,8581843,"Eiken, Post",47,7
199,8581951,"Eiken, Ost",47,7
200,8581529,"Oeschgen, Brückenwaage",47,8
201,8581549,"Oeschgen, Gemeindehaus",47,8
202,8581550,"Oeschgen, Hinterdorf",47,8
203,8572398,"Frick, Neumatt",47,8
204,8572397,"Frick, Unterdorf",47,8
205,8500583,"Frick, Bahnhof",47,8
206,8572413,"Frick, Ebnet",47,8
207,8500978,"Herznach, Post",47,8
208,8572394,"Ueken, Zeihen Abzw.",47,8
209,8500982,"Ueken, Gemeindehaus",47,8
210,8572395,"Ueken, Unterdorf",47,8
211,8577981,"Frick, Bänihübel",47,8
212,8572396,"Frick, Oberdorf",47,8
213,8572399,"Frick, Abzw. Ittenthal",47,8
214,8572400,"Kaisten, Kaisterberg",47,8
215,8581949,"Kaisten, Lümberg",47,8
216,8500983,"Kaisten, Gemeindehaus",47,8
217,8572401,"Kaisten, Weidstrasse",47,8
218,8582053,"Laufenburg, Werkstrasse",47,8
219,8572402,"Laufenburg, Blauen",47,8
220,8572403,"Laufenburg, Bahnhof",47,8
221,8572393,"Herznach, Oberherznach",47,8
222,8572392,"Densbüren, Breite",47,8
223,8500977,"Densbüren, Gemeindehaus",47,8
224,8572391,"Densbüren, Ausserdorf",47,8
225,8500591,"Asp AG, Abzw.",47,8
226,8502893,"Staffelegg, Passhöhe",47,8
227,8502682,"Küttigen, Grossmatt",47,8
228,8500592,"Küttigen, Abzw. Giebel",47,8
229,8572414,"Frick, Firma Müller",47,8
230,8572412,"Gipf-Oberfrick, Brücke",47,8
231,8500792,"Gipf-Oberfrick, alte Post",47,8
232,8572411,"Gipf-Oberfrick, Rösslibrücke",47,7
233,8572408,"Wittnau, Hofmatt",47,7
234,8572409,"Wittnau, Mitteldorf",47,7
235,8572410,"Wittnau, Obere Gasse",47,7
236,8500793,"Wittnau, alte Post",47,7
237,8582073,"Wittnau, Erlenhof",47,7
238,8572407,"Wölflinswil, Unterdorf",47,7
239,8500794,"Wölflinswil, Dorfplatz",47,7
240,8572406,"Wölflinswil, Mühlmatt",47,7
241,8500795,"Oberhof, Adlerplatz",47,8
242,8500593,"Oberhof, Rohr",47,8
243,8572405,"Oberhof, Benkenhöfe",47,8
244,8500796,"Benkerjoch, Passhöhe",47,8
245,8502687,"Küttigen, Fischbach",47,8
246,8500687,"Küttigen, Benken-Klus",47,8
247,8502686,"Küttigen, Oberdorf",47,8
248,8500582,"Elfingen, Sternen",47,8
249,8500975,"Bözen, Post",47,8
250,8572452,"Bözen, Mitteldorf",47,8
251,8572454,"Bözen, Ausserdorf",47,8
252,8572455,"Effingen, Dorf",47,8
253,8572464,"Brugg AG, Bahnhof/Zentrum",47,8
254,8500550,"Brugg AG, Brücke",47,8
255,8500559,"Umiken, Mühlehalde",47,8
256,8500950,"Umiken, Oberdorf",47,8
257,8572450,"Umiken, Abzw. Riniken",47,8
258,8583728,"Bözberg, Unterer Hafen",47,8
259,8583727,"Bözberg, Gäbi",47,8
260,8581106,"Bözberg, Mittlerer Hafen",47,8
261,8581107,"Bözberg, Oberer Hafen",47,8
262,8500570,"Bözberg, Ursprung",47,8
263,8500554,"Bözberg, Kirchbözberg",47,8
264,8572480,"Bözberg, Bächle",47,8
265,8500767,"Bözberg, Gemeindehaus",47,8
266,8572481,"Bözberg, Hübel",47,8
267,8572482,"Bözberg, Riedacher",47,8
268,8500579,"Bözberg, Egenwil",47,8
269,8572463,"Bözberg, Altstalden",47,8
270,8500565,"Bözberg, Neustalden",47,8
271,8572461,"Bözberg, Riemen",47,8
272,8572457,"Effingen, Schwerzbrünneli",47,8
273,8572458,"Zeihen, Abzw. Station Effingen",47,8
274,8572459,"Zeihen, Stauftel",47,8
275,8500976,"Zeihen, Hohbächli",47,8
276,8572460,"Zeihen, Dorf",47,8
277,8572451,"Hornussen, Oberdorf",47,8
278,8500595,"Hornussen, Unterdorf",47,8
279,8500580,"Bözberg, Vierlinden",47,8
280,8500551,"Bözberg, Haldensteinstrasse",47,8
281,8502113:0:12,Aarau,47,8
282,8519685,Aarau Torfeld,47,8
283,8502123:0:1,Buchs AG,47,8
284,8502103:0:7,Suhr,47,8
285,8502189,Gränichen Töndler,47,8
286,8502160:0:3,Gränichen,47,8
287,8502184,Gränichen Oberdorf,47,8
288,8502174:0:1,Bleien Liebegg,47,8
289,8502161:0:1,Teufenthal AG,47,8
290,8516450:0:3,Unterkulm Nord,47,8
291,8502162,Unterkulm,47,8
292,8502183,Oberkulm Post,47,8
293,8502163:0:1,Oberkulm,47,8
294,8502164:0:2,Gontenschwil,47,8
295,8502165:0:1,Zetzwil,47,8
296,8502166:0:2,Leimbach AG,47,8
297,8502167:0:1,Reinach AG Nord,47,8
298,8502176,Reinach AG Mitte,47,8
299,8502168:0:1,Reinach AG,47,8
300,8502169:0:1,Menziken,47,8
301,8502103,Suhr,47,8
302,8516450:0:2,Unterkulm Nord,47,8
303,8502113:0:13,Aarau,47,8
304,8502191,Binzenhof,47,8
305,8502192:0:2,Distelberg,47,8
306,8502196:0:2,Unterentfelden Post,47,8
307,8502182,Unterentfelden Oberdorf,47,8
308,8502181:0:2,Oberentfelden Uerkenbrücke,47,8
309,8502194,Oberentfelden Engelplatz,47,8
310,8502180,Muhen Nord,47,8
311,8502195:0:2,Muhen,47,8
312,8502179,Mittelmuhen,47,8
313,8502178:0:2,Obermuhen,47,8
314,8502197:0:1,Hirschthal,47,8
315,8502177,Schöftland Nordweg,47,8
316,8502199:0:1,Schöftland,47,8
317,8502192:0:1,Distelberg,47,8
318,8502197:0:2,Hirschthal,47,8
319,8502192,Distelberg,47,8
320,8502196:0:1,Unterentfelden Post,47,8
321,8502199:0:2,Schöftland,47,8
322,8502113,Aarau,47,8
323,8502169:0:2,Menziken,47,8
324,8502167:0:2,Reinach AG Nord,47,8
325,8502163:0:2,Oberkulm,47,8
326,8502160:0:2,Gränichen,47,8
327,8502123:0:2,Buchs AG,47,8
328,8502164:0:1,Gontenschwil,47,8
329,8572424,"Laufenburg, Regionalspital",47,8
330,8500588,"Rheinsulz, Dorf",47,8
331,8572438,"Sulz AG, Leidikon",47,8
332,8581108,"Sulz AG, Roos",47,8
333,8500589,"Sulz AG, Bütz",47,8
334,8580575,"Sulz AG, Milchhüsli",47,8
335,8572439,"Sulz AG, Mitteldorf",47,8
336,8572440,"Obersulz, Hauptstrasse",47,8
337,8572437,"Laufenburg, Kreisschule",47,8
338,8500784,"Hottwil, Wendeplatz",47,8
339,8572445,"Hottwil, Gassweg",47,8
340,8572444,"Wil AG, Ausserdorf",47,8
341,8500785,"Wil AG, Mitteldorfstrasse",47,8
342,8572443,"Wil AG, Steinhof",47,8
343,8500556,"Mettau, Linde",47,8
344,8500557,"Mettau, Post",47,8
345,8580181,"Etzgen, Dorf",47,8
346,8580165,"Etzgen, Schulhaus",47,8
347,8572441,"Etzgen, Rheintalstrasse",47,8
348,8500561,"Remigen, Zentrum",47,8
349,8572449,"Remigen, Stig",47,8
350,8500563,"Riniken, Gemeindehaus",47,8
351,8500562,"Riniken, Post",47,8
352,8500953,"Riniken, Bruggerstrasse",47,8
353,8572446,"Oberhofen AG, Kreuz",47,8
354,8500560,"Oberhofen AG, Ausserdorf",47,8
355,8500777,"Gansingen, Dorfplatz",47,8
356,8572447,"Gansingen, Oberdorf",47,8
357,8572448,"Gansingen, Unterbüren",47,8
358,8500569,"Gansingen, Oberbüren",47,8
359,8500776,"Bürersteig, Passhöhe",47,8
360,8572415,"Kaisten, Unterdorf",47,8
361,8580562,"Kaisten, Ritanne",47,8
362,8572416,"Sisseln AG, Breitenacher",47,7
363,8572417,"Sisseln AG, Unterdorf",47,7
364,8572418,"Sisseln AG, DSM",47,7
365,8572419,"Sisseln AG, Syngenta",47,7
366,8572420,"Stein AG, Novartis",47,7
367,8572421,"Stein AG, Coop",47,7
368,8572422,"Stein AG, Zürcherstrasse",47,7
369,8582522,"Eiken, Industriezone Rütti",47,7
370,8557061,"Kaisten, Industrie Hardmatt",47,8
371,8580733,"Kaisten, Eigenmatt",47,8
372,8572436,"Kaisten, Steigstich",47,8
373,8583243,"Ittenthal, Rüttiweg",47,8
374,8500585,"Ittenthal, Dorfmitte",47,8
375,8572531,"Koblenz, Bahnhof",47,8
376,8572532,"Leuggern, Felsenau Werkhof",47,8
377,8572533,"Full, Fähre",47,8
378,8572534,"Full, Mitte",47,8
379,8572535,"Full, Schulweg",47,8
380,8572537,"Leibstadt, Kernkraftwerk",47,8
381,8580184,"Leibstadt, Milchhüsli",47,8
382,8572536,"Reuenthal AG, Dorfplatz",47,8
383,8580329,"Schwaderloch, Bahnhof",47,8
384,8580320,"Leuggern, Turnhalle",47,8
385,8581968,"Full, Militärmuseum",47,8
386,8572494,"Döttingen, Bahnhof",47,8
387,8503591,"Kleindöttingen, Post",47,8
388,8581109,"Kleindöttingen, Schwächeler",47,8
389,8503685,"Kleindöttingen, Burlen",47,8
390,8572528,"Leuggern, Dietsche/Sternen",47,8
391,8503570,"Leuggern, Post",47,8
392,8572529,"Leuggern, Brühlmatt",47,8
393,8503572,"Hettenschwil, Kapelle",47,8
394,8503573,"Etzwil, Mandacherstrasse",47,8
395,8503569,"Mandach, Dorf",47,8
396,8572530,"Leuggern, Gippingen Härdlestr.",47,8
397,8500309:0:3,Brugg AG,47,8
398,8503504:0:1,Baden,47,8
399,8503000:0:10,Zürich HB,47,8
400,8503000:0:17,Zürich HB,47,8
401,8500309:0:4,Brugg AG,47,8
402,8507000:0:8,Bern,46,7
403,8500218:0:4,Olten,47,7
404,8502113:0:2,Aarau,47,8
405,8503000,Zürich HB,47,8
406,8503000:0:8,Zürich HB,47,8
407,8503000:0:16,Zürich HB,47,8
408,8507000:0:9,Bern,46,7
409,8503000:0:18,Zürich HB,47,8
410,8503000:0:14,Zürich HB,47,8
411,8503000:0:12,Zürich HB,47,8
412,8507000:0:10,Bern,46,7
413,8500218:0:2,Olten,47,7
414,8500218:0:3,Olten,47,7
415,8507000:0:7,Bern,46,7
416,8502273:0:1,Bremgarten,47,8
417,8502248,Bremgarten Obertor,47,8
418,8502185,Bremgarten Isenlauf,47,8
419,8502272:0:2,Bremgarten West,47,8
420,8502269:0:2,Erdmannlistein,47,8
421,8502271,Wohlen Oberdorf,47,8
422,8502213:0:11,Wohlen AG,47,8
423,8517377:0:2,Bibenlos-Sonnenhof,47,8
424,8502274,Zufikon,47,8
425,8502188:0:1,Zufikon Hammergut,47,8
426,8502275,Widen Heinrüti,47,8
427,8502268,Zufikon Belvédère,47,8
428,8502276:0:1,Berikon-Widen,47,8
429,8502187:0:1,Rudolfstetten Hofacker,47,8
430,8502277:0:1,Rudolfstetten,47,8
431,8502278:0:1,Reppischhof,47,8
432,8502186:0:1,Dietikon Stoffelbach,47,8
433,8502270,Bergfrieden,47,8
434,8517376,Dietikon Schöneggstrasse,47,8
435,8503508:0:11,Dietikon,47,8
436,8502272:0:3,Bremgarten West,47,8
437,8502186:0:2,Dietikon Stoffelbach,47,8
438,8502187:0:2,Rudolfstetten Hofacker,47,8
439,8502276:0:2,Berikon-Widen,47,8
440,8502188:0:2,Zufikon Hammergut,47,8
441,8517377:0:1,Bibenlos-Sonnenhof,47,8
442,8502269,Erdmannlistein,47,8
443,8502213:0:12,Wohlen AG,47,8
444,8502273:0:2,Bremgarten,47,8
445,8578914,"Baden, Bahnhof West",47,8
446,8572387,"Baden, Lindenplatz",47,8
447,8590184,"Baden, Oberstadt",47,8
448,8590177,"Baden, Kreuzliberg",47,8
449,8590169,"Baden, Brunnmatt",47,8
450,8590179,"Baden, Liebenfels",47,8
451,8590250,"Neuenhof, Webermühle",47,8
452,8590246,"Neuenhof, Klosterrüti",47,8
453,8590247,"Neuenhof, Kreuzstein",47,8
454,8590244,"Neuenhof, Eich",47,8
455,8590248,"Neuenhof, Landhaus",47,8
456,8590249,"Neuenhof, Posthorn",47,8
457,8590245,"Neuenhof, Kirchfeld",47,8
458,8590240,"Killwangen, Mühlehalde",47,8
459,8590396,"Spreitenbach, Spreiti West",47,8
460,8590278,"Spreitenbach, Rotzenbühl",47,8
461,8590277,"Spreitenbach, Langäcker",47,8
462,8590271,"Spreitenbach, Dorf",47,8
463,8590279,"Spreitenbach, Shopping Center",47,8
464,8590275,"Spreitenbach, IKEA",47,8
465,8578914:0:5,"Baden, Bahnhof West",47,8
466,8590174,"Baden, Grand Casino",47,8
467,8590172,"Baden, Freihof",47,8
468,8590235,"Ennetbaden, Schiefe Brücke",47,8
469,8572572,"Ennetbaden, Goldwand",47,8
470,8590395,"Rieden AG, Oederlin",47,8
471,8595203,"Rieden AG, Alte Landstrasse",47,8
472,8503875,"Rieden AG, Limmatsteg",47,8
473,8590251,"Rieden AG, Boldi",47,8
474,8572574,"Nussbaumen AG, Breite",47,8
475,8590252,"Nussbaumen AG, Markthof",47,8
476,8503767,"Nussbaumen AG, Landschreiber",47,8
477,8572575,"Kirchdorf AG, Aesch",47,8
478,8503779,"Kirchdorf AG, Landstrasse",47,8
479,8572576,"Kirchdorf AG, Dorf",47,8
480,8572577,"Untersiggenthal, Schönegg",47,8
481,8503777,"Untersiggenthal, Spiracher",47,8
482,8572578,"Untersiggenthal, Gemeindehaus",47,8
483,8503776,"Untersiggenthal, Mühleweg",47,8
484,8578914:0:6,"Baden, Bahnhof West",47,8
485,8578914:0:3,"Baden, Bahnhof West",47,8
486,8590261,"Aarau Rohr, Unterdorf",47,8
487,8590257,"Aarau Rohr, Gemeindehaus",47,8
488,8590259,"Aarau Rohr, Rigistrasse",47,8
489,8590258,"Aarau Rohr, Quellhölzli",47,8
490,8590260,"Aarau Rohr, Salamatt",47,8
491,8590151,"Aarau, Neumattstrasse",47,8
492,8590138,"Aarau, Delfterstrasse",47,8
493,8590156,"Aarau, Tellizentrum",47,8
494,8590134,"Aarau, Berufsschule",47,8
495,8578645,"Aarau, Alte Badanstalt",47,8
496,8578646,"Erlinsbach, Rebberg",47,8
497,8578647,"Erlinsbach, Sugen",47,8
498,8578007,"Erlinsbach, Dorfplatz",47,8
499,8578649,"Erlinsbach, Kilbig",47,8
500,8578650,"Erlinsbach, Rössli",47,8
501,8578651,"Erlinsbach, Sagi",47,8
502,8578652,"Erlinsbach, Oberdorf",47,7
503,8578653,"Erlinsbach, Breitmis",47,7
504,8578654,Laurenzenbad,47,7
505,8578655,"Hard, Abzw.",47,8
506,8500599,Salhöhe,47,7
507,8578657,Barmelweid,47,7
508,8573726,"Bonstetten-Wettswil, Bahnhof",47,8
509,8583805,"Bonstetten, Dorfstrasse",47,8
510,8581666,"Bonstetten, Lätten",47,8
511,8573725,"Islisberg, Dorf",47,8
512,8583206,"Islisberg, Räbacher",47,8
513,8573720,"Arni AG, Stockacker",47,8
514,8573723,"Oberlunkhofen, Dorfplatz",47,8
515,8583071,"Jonen, Radmühle",47,8
516,8572603,"Jonen, Käppeli",47,8
517,8502879,"Jonen, Post",47,8
518,8570706,"Jonen, Weingasse",47,8
519,8572605,"Ottenbach, Hinterdorf",47,8
520,8582790,"Ottenbach, Engelwiese",47,8
521,8583363,"Ottenbach, Geeren",47,8
522,8582104,"Zwillikon, Lochhof",47,8
523,8502883,"Zwillikon, Gemeindeplatz",47,8
524,8573193,"Zwillikon, Fehrenbach",47,8
525,8581015,"Affoltern a. A., Friedhof",47,8
526,8573178,"Affoltern a. A., Bahnhof",47,8
527,8573722,"Oberlunkhofen, Oberdorf",47,8
528,8573721,"Oberlunkhofen, Waldegg",47,8
529,8503598,"Arni AG, Dorf",47,8
530,8583755,"Aesch ZH, Heligenmattstrasse",47,8
531,8502876,"Aesch ZH, Gemeindehaus",47,8
532,8573719,"Birmensdorf ZH, Aescherstrasse",47,8
533,8502950,"Birmensdorf ZH, Zentrum",47,8
534,8583870,"Birmensdorf ZH, Bahnhof Süd",47,8
535,8573718,"Birmensdorf ZH, Bahnhof",47,8
536,8572744,"Muri AG, Bahnhof",47,8
537,8581669,"Muri AG, Kreisel",47,8
538,8572610,"Muri AG, Egg",47,8
539,8582054,"Muri AG, Grindelstrasse",47,8
540,8502565,"Aristau, Birri",47,8
541,8502558,"Merenschwand, Unterrüti",47,8
542,8572609,"Merenschwand, Hinterdorf",47,8
543,8502890,"Merenschwand, Zentrum",47,8
544,8502556,"Merenschwand, Unterdorf",47,8
545,8572608,"Merenschwand, Allmend Gut",47,8
546,8502555,"Rickenbach AG, Zürichstrasse",47,8
547,8502960,"Obfelden, Unterlunnern",47,8
548,8583481,"Obfelden, Gessnerstrasse",47,8
549,8502778,"Obfelden, alte Post",47,8
550,8583482,"Obfelden, Bachstrasse",47,8
551,8502884,"Obfelden, Toussen",47,8
552,8573195,"Obfelden, Hirschen",47,8
553,8583890,"Affoltern a.A., Moosbach",47,8
554,8503504:0:2,Baden,47,8
555,8502119:0:4,Lenzburg,47,8
556,8502112:0:1,Schönenwerd SO,47,8
557,8502111:0:2,Däniken,47,7
558,8502110:0:4,Dulliken,47,7
559,8500218:0:9,Olten,47,7
560,8502000:0:3,Aarburg-Oftringen,47,7
561,8508103:0:1,Rothrist,47,7
562,8508102:0:2,Murgenthal,47,7
563,8508101:0:3,Roggwil-Wynau,47,7
564,8508100:0:1,Langenthal,47,7
565,8502110:0:3,Dulliken,47,7
566,8502111:0:4,Däniken,47,7
567,8502112:0:2,Schönenwerd SO,47,8
568,8502114:0:4,Rupperswil,47,8
569,8502119:0:2,Lenzburg,47,8
570,8502247:0:5,Birr,47,8
571,8502237:0:5,Lupfig,47,8
572,8503503:0:3,Turgi,47,8
573,8503504:0:5,Baden,47,8
574,8508101:0:4,Roggwil-Wynau,47,7
575,8508102:0:1,Murgenthal,47,7
576,8508103:0:4,Rothrist,47,7
577,8502000:0:1,Aarburg-Oftringen,47,7
578,8502113:0:1,Aarau,47,8
579,8502119:0:1,Lenzburg,47,8
580,8500218,Olten,47,7
581,8500218:0:12,Olten,47,7
582,8500218:0:11,Olten,47,7
583,8502113:0:6,Aarau,47,8
584,8502110:0:1,Dulliken,47,7
585,8502955,"Oberlunkhofen, Post",47,8
586,8502553,"Unterlunkhofen, Breitenäcker",47,8
587,8572601,"Zufikon, Algier",47,8
588,8572600,"Zufikon, Emaus",47,8
589,8582462,"Bremgarten AG, Zelgli",47,8
590,8502878,"Bremgarten AG, Obertorplatz",47,8
591,8572747,"Bremgarten AG, Bahnhof",47,8
592,8572602,"Oberlunkhofen, Kellerämterst.",47,8
593,8572646,"Unterlunkhofen, Gemeindehaus",47,8
594,8502570,"Rottenschwil, Hecht",47,8
