,0
3476,8587610
3477,8593254
3478,8587608
3479,8593253
3480,8576419
3481,8571733
3482,8571734
3483,8571735
3484,8571736
3485,8571737
3486,8571732
3487,8594280
3488,8594279
3489,8594278
3490,8594277
3491,8594276
3492,8594275
3493,8594274
3494,8594273
3495,8594272
3496,8594271
3497,8575852
3498,8579424
3499,8575910
3500,8576138
3501,8576141
3502,8576144
3503,8579436
3504,8579894
3505,8571744
3506,8571743
3507,8571742
3508,8571725
3509,8575994
3510,8571723
3511,8571724
3512,8571748
3513,8571747
3514,8571746
3515,8571745
3516,8581904
3517,8571753
3518,8579895
3519,8580415
3520,8508779
3521,8571755
3522,8580414
3523,8571756
3524,8508785
3525,8571764
3526,8571763
3527,8571762
3528,8571761
3529,8571759
3530,8571760
3531,8571754
3532,8576100
3533,8581765
3534,8581791
3535,8577026
3536,8577928
3537,8577929
3538,8577934
3539,8577961
3540,8588470
3541,8588471
3542,8571479
3543,8572373
3544,8589955
3545,8588455
3546,8500230
3547,8500231
3548,8589918
3549,8577923
3550,8587325
3551,8500207:0:9
3552,8508068:0:1
3553,8508066:0:3
3554,8508064:0:1
3555,8508063:0:1
3556,8508062:0:1
3557,8508061:0:1
3558,8508060:0:1
3559,8508059:0:2
3560,8507000:0:21
3561,8508060:0:2
3562,8508064:0:2
3563,8508068:0:2
3564,8500207:0:10
3565,8508059:0:3
3566,8504410:0:22
3567,8508070:0:2
3568,8508054:0:3
3569,8508054:0:4
3570,8508070:0:1
3571,8504410:0:21
3572,8508056:0:2
3573,8508071:0:2
3574,8508057:0:2
3575,8508058:0:2
3576,8508058:0:1
3577,8508057:0:1
3578,8508071:0:1
3579,8508056:0:1
3580,8507000:0:22
3581,8506121:0:3
3582,8506109:0:1
3583,8506217:0:2
3584,8506105:0:3
3585,8506100:0:1
3586,8506000:0:4
3587,8503016:0:3
3588,8503000:0:31
3589,8506000:0:5
3590,8507483:0:4
3591,8503000:0:34
3592,8503016:0:2
3593,8506100:0:2
3594,8506105:0:1
3595,8506109:0:2
3596,8501609:0:9
3597,8507000:0:3
3598,8504410:0:2
3599,8507483:0:5
3600,8571201
3601,8571202
3602,8571204
3603,8571206
3604,8571207
3605,8571208
3606,8571209
3607,8571210
3608,8571211
3609,8571212
3610,8571213
3611,8571214
3612,8571215
3613,8571216
3614,8571217
3615,8571218
3616,8580425
3617,8580569
3618,8571229
3619,8571220
3620,8579946
3621,8571228
3622,8571227
3623,8571226
3624,8571225
3625,8582071
3626,8571223
3627,8571222
3628,8571221
3629,8583212
3630,8508782
3631,8571520
3632,8508715
3633,8508773
3634,8582984
3635,8508720
3636,8508881
3637,8571517
3638,8571516
3639,8571515
3640,8508850
3641,8580675
3642,8508721
3643,8571514
3644,8581330
3645,8571513
3646,8571468
3647,8571508
3648,8571507
3649,8571506
3650,8582193
3651,8571505
3652,8581759
3653,8581763
3654,8581764
3655,8593266
3656,8508786
3657,8508796
3658,8571473
3659,8508777
3660,8508753
3661,8581033
3662,8571471
3663,8579863
3664,8581025
3665,8508074
3666,8596004
3667,8581744
3668,8571474
3669,8571475
3670,8571476
3671,8571477
3672,8571478
3673,8577958
3674,8508052:0:2
3675,8508051:0:2
3676,8508055:0:1
3677,8508053:0:1
3678,8508054:0:1
3679,8508051:0:1
3680,8508052:0:1
3681,8508054:0:2
3682,8571559
3683,8571549
3684,8571546
3685,8571552
3686,8571554
3687,8571555
3688,8572373:0:Bfpl
3689,8578092
3690,8578093
3691,8589216
3692,8578094
3693,8578095
3694,8578096
3695,8578097
3696,8571480:0:Bfpl
3697,8578142
3698,8578140
3699,8581761
3700,8578138
3701,8589040
3702,8589025
3703,8589027
3704,8589028
3705,8589045
3706,8589042
3707,8589052
3708,8571392:0:Bfpl
3709,8589049
3710,8576980
3711,8576981
3712,8576982
3713,8589542:0:Bfpl
3714,8508052
3715,8508051
3716,8576646:0:Bfpl
3717,8576974
3718,8576975
3719,8576976
3720,8576977
3721,8576978
3722,8571392
3723,8576996
3724,8576990
3725,8589000
3726,8508075
3727,8576646
3728,8589542
3729,8589050
3730,8589047
3731,8589048
3732,8508077
3733,8571389
3734,8571390
3735,8571391
3736,8576972
3737,8576973
3738,8508073
3739,8587619
3740,8595201
3741,8576437
3742,8581782
3743,8582620
3744,8504706
3745,8571253
3746,8504704
3747,8571256
3748,8581076
3749,8580977
3750,8504457
3751,8588320
3752,8594066
3753,8594063
3754,8594064
3755,8588321
3756,8594065
3757,8571470
3758,8571255
3759,8593366
3760,8593385
3761,8593335
3762,8593357
3763,8592468
3764,8571480
3765,8572386
3766,8500494
3767,8500467
3768,8589192
3769,8588529
3770,8588528
3771,8594537
3772,8508086
3773,8576493
3774,8508890
3775,8508962
3776,8588527
3777,8588548
3778,8576918
3779,8576919
3780,8508961
3781,8576920
3782,8508960
3783,8576921
3784,8576923
3785,8576924
3786,8576925
3787,8576916
3788,8576908
3789,8500480
3790,8576914
3791,8576913
3792,8576912
3793,8589945
3794,8576911
3795,8576910
3796,8576909
3797,8588564
3798,8593311
3799,8583108
3800,8576609
3801,8576610
3802,8576621
3803,8576611
3804,8576612
3805,8576613
3806,8576615
3807,8576614
3808,8576616
3809,8576617
3810,8576618
3811,8576619
3812,8507399
3813,8577027
3814,8577028
3815,8577029
3816,8508894
3817,8508952
3818,8576445
3819,8581762
3820,8576446
3821,8588530
3822,8576504
3823,8587869
3824,8508968
3825,8587798
3826,8587818
3827,8508969
3828,8587819
3829,8587820
3830,8587822
3831,8587824
3832,8587825
3833,8571528
3834,8571765
3835,8587242
3836,8587243
3837,8587244
3838,8587245
3839,8587246
3840,8508283
3841,8587350
3842,8508281
3843,8588512
3844,8576689
3845,8587247
3846,8587248
3847,8507180:0:K
3848,8576557
3849,8588578
3850,8588579
3851,8589068
3852,8588580
3853,8588581
3854,8595565
3855,8594983
3856,8588565
3857,8594985
3858,8588561
3859,8571624
3860,8581745
3861,8571623
3862,8571622
3863,8571621
3864,8579021
3865,8579026
3866,8588259
3867,8594470
3868,8588260
3869,8590402
3870,8577024
3871,8508094
3872,8577023
3873,8589037
3874,8577022
3875,8577021
3876,8577020
3877,8507062
3878,8577018
3879,8588174
3880,8507061
3881,8589003
3882,8590006
3883,8507060
3884,8507110
3885,8507180:0:E
3886,8591913
3887,8576863
3888,8576862
3889,8576861
3890,8576860
3891,8576859
3892,8576858
3893,8587406
3894,8587471
3895,8588099
3896,8588100
3897,8588101
3898,8588102
3899,8588103
3900,8588104
3901,8576333
3902,8588969
3903,8588967
3904,8588812
3905,8588968
3906,8571310
3907,8576646:0:M
3908,8589067
3909,8576558
3910,8576580
3911,8576581
3912,8576582
3913,8507180:0:I
3914,8507180:0:F
3915,8580763
3916,8571662
3917,8593309
3918,8589079
3919,8589078
3920,8593310
3921,8583213
3922,8589077
3923,8582195
3924,8571412
3925,8592374
3926,8581351
3927,8507785
3928,8590020
3929,8590021
3930,8587482
3931,8576989
3932,8576997
3933,8588999
3934,8589007
3935,8595136
3936,8576995
3937,8576994
3938,8595514
3939,8576993
3940,8589030
3941,8576992
3942,8508076
3943,8589035
3944,8587292
3945,8589032
3946,8589033
3947,8589016
3948,8589015
3949,8589013
3950,8576460
3951,8576998
3952,8507067
3953,8589043
3954,8589026
3955,8578945
3956,8588257
3957,8588255
3958,8588254
3959,8588253
3960,8588706
3961,8589265
3962,8588705
3963,8580777
3964,8589280
3965,8576704
3966,8588365
3967,8588364
3968,8508988
3969,8588362
3970,8576703
3971,8576702
3972,8576700
3973,8588360
3974,8576664
3975,8588353
3976,8588391
3977,8588393
3978,8588392
3979,8576665
3980,8588394
3981,8588395
3982,8508990
3983,8594290
3984,8576666
3985,8576667
3986,8576668
3987,8576669
3988,8576670
3989,8576671
3990,8576566
3991,8576567
3992,8576568
3993,8576569
3994,8507403
3995,8576603
3996,8576604
3997,8576606
3998,8576607
3999,8576608
4000,8576579
4001,8576583
4002,8576584
4003,8571708
4004,8507180:0:B
4005,8588426
4006,8507401
4007,8576577
4008,8507411
4009,8576575
4010,8576574
4011,8576573
4012,8576572
4013,8576571
4014,8507400
4015,8576570
4016,8576602
4017,8576601
4018,8576600
4019,8576599
4020,8576598
4021,8507405
4022,8595626
4023,8576597
4024,8576596
4025,8508987
4026,8576594
4027,8576593
4028,8576592
4029,8588483
4030,8576590
4031,8576589
4032,8507180:0:M
4033,8576555
4034,8576554
4035,8507410
4036,8507409
4037,8576553
4038,8576552
4039,8507870
4040,8576550
4041,8576549
4042,8576548
4043,8576547
4044,8576546
4045,8576545
4046,8507408
4047,8576544
4048,8576543
4049,8576560
4050,8507406
4051,8507871
4052,8576542
4053,8576551
4054,8507177
4055,8576880
4056,8576879
4057,8576878
4058,8576877
4059,8576876
4060,8507176
4061,8576875
4062,8576874
4063,8507175
4064,8587598
4065,8507174
4066,8576872
4067,8507173
4068,8576871
4069,8576870
4070,8507172
4071,8576869
4072,8576868
4073,8576867
4074,8576866
4075,8507181
4076,8576865
4077,8507180:0:A
4078,8576864
4079,8507882
4080,8507885
4081,8576745
4082,8507881
4083,8576747
4084,8571635
4085,8595093
4086,8595092
4087,8591927
4088,8591920
4089,8591917
4090,8591926
4091,8591912
4092,8591925
4093,8591929
4094,8591919
4095,8591918
4096,8591910
4097,8576836
4098,8588173
4099,8576813
4100,8507888
4101,8507898
4102,8507899
4103,8576814
4104,8507887
4105,8576812
4106,8576811
4107,8507889
4108,8576810
4109,8576809
4110,8576808
4111,8576807
4112,8576806
4113,8576805
4114,8576804
4115,8576803
4116,8576802
4117,8576801
4118,8594301
4119,8576818
4120,8576819
4121,8576820
4122,8576821
4123,8576822
4124,8576823
4125,8576824
4126,8576794
4127,8576825
4128,8588475
4129,8576839
4130,8576840
4131,8576841
4132,8576842
4133,8576826
4134,8507892
4135,8576827
4136,8576828
4137,8576829
4138,8576830
4139,8576831
4140,8576832
4141,8576833
4142,8576890
4143,8594536
4144,8588478
4145,8588165
4146,8588476
4147,8588172
4148,8576817
4149,8507180:0:H
4150,8576815
4151,8591916
4152,8591914
4153,8581790
4154,8581789
4155,8581787
4156,8596124
4157,8576796
4158,8576797
4159,8576798
4160,8576799
4161,8576800
4162,8590052
4163,8590051
4164,8590007
4165,8577005
4166,8577004
4167,8577003
4168,8577002
4169,8590050
4170,8590049
4171,8587485
4172,8587484
4173,8587483
4174,8590032
4175,8590033
4176,8590034
4177,8590035
4178,8593303
4179,8587481
4180,8590019
4181,8587480
4182,8587479
4183,8590070
4184,8590071
4185,8590072
4186,8576408
4187,8587614
4188,8587615
4189,8587616
4190,8587621
4191,8577947
4192,8589215
4193,8577946
4194,8577945
4195,8577944
4196,8594137
4197,8594134
4198,8594131
4199,8577964
4200,8577965
4201,8589878
4202,8578078
4203,8588559
4204,8578079
4205,8588586
4206,8588587
4207,8578073
4208,8578076
4209,8588589
4210,8591783
4211,8571965
4212,8571967
4213,8579755
4214,8579793
4215,8571990
4216,8571991
4217,8571992
4218,8571993
4219,8580244
4220,8580736
4221,8571957
4222,8580079
4223,8581144
4224,8580097
4225,8582682
4226,8583849
4227,8582684
4228,8583850
4229,8589220
4230,8583854
4231,8589219
4232,8571953
4233,8581110
4234,8571938
4235,8583089
4236,8589211
4237,8593336
4238,8592483
4239,8593388
4240,8593338
4241,8593326
4242,8592481
4243,8592488
4244,8594343
4245,8583217
4246,8582704
4247,8582686
4248,8582685
4249,8582683
4250,8571236
4251,8582687
4252,8583216
4253,8504703
4254,8580368
4255,8504991
4256,8504702
4257,8571523
4258,8504760
4259,8594089
4260,8593389
4261,8589964
4262,8589968
4263,8593367
4264,8592464
4265,8589962
4266,8593359
4267,8592459
4268,8592469
4269,8593317
4270,8592490
4271,8589967
4272,8592458
4273,8592467
4274,8577935
4275,8589061
4276,8508873
4277,8588988
4278,8589001
4279,8589005
4280,8588997
4281,8588998
4282,8507050
4283,8589006
4284,8589002
4285,8589200
4286,8589199
4287,8577013
4288,8577014
4289,8530259
4290,8507053
4291,8507250
4292,8507054
4293,8507055
4294,8589198
4295,8582479
4296,8594326
4297,8576510
4298,8594494
4299,8594492
4300,8594493
4301,8582719
4302,8507869
4303,8507896
4304,8507897
4305,8582257
4306,8571323
4307,8507895
4308,8507894
4309,8507893
4310,8576376
4311,8507490
4312,8571318
4313,8571581
4314,8581993
4315,8581407
4316,8581476
4317,8587521
4318,8576735
4319,8576733
4320,8576732
4321,8576730
4322,8576728
4323,8576726
4324,8582707
4325,8582706
4326,8577040
4327,8507868
4328,8576383
4329,8507491
4330,8507701
4331,8507700
4332,8576375
4333,8576374
4334,8507851
4335,8576305
4336,8576306
4337,8507853
4338,8576307
4339,8507998
4340,8576308
4341,8507852
4342,8576309
4343,8507850
4344,8576310
4345,8576314
4346,8588422
4347,8576311
4348,8507856
4349,8588424
4350,8576312
4351,8576313
4352,8507855
4353,8507859
4354,8507997
4355,8588423
4356,8576315
4357,8576316
4358,8576366
4359,8507587
4360,8576318
4361,8507503
4362,8594999
4363,8576364
4364,8587239
4365,8588707
4366,8576363
4367,8507504
4368,8571330
4369,8589991
4370,8589992
4371,8589993
4372,8590022
4373,8590023
4374,8588562
4375,8571395
4376,8590107
4377,8581306
4378,8571397
4379,8571398
4380,8594650
4381,8588267
4382,8571632
4383,8588264
4384,8588703
4385,8588261
4386,8588563
4387,8580567
4388,8590116
4389,8571631
4390,8581327
4391,8582068
4392,8571429
4393,8571430
4394,8581071
4395,8593312
4396,8593307
4397,8507737
4398,8571705
4399,8593308
4400,8576793
4401,8590015
4402,8571393
4403,8590053
4404,8590054
4405,8590055
4406,8589266
4407,8590056
4408,8571413
4409,8590057
4410,8590058
4411,8595932
4412,8589267
4413,8590121
4414,8589999
4415,8589998
4416,8589997
4417,8589268
4418,8589996
4419,8589995
4420,8589994
4421,8579896
4422,8579897
4423,8590010
4424,8590011
4425,8590012
4426,8590013
4427,8590014
4428,8579898
4429,8579899
4430,8579900
4431,8571436
4432,8579901
4433,8590044
4434,8589226
4435,8590084
4436,8590083
4437,8590081
4438,8590082
4439,8589227
4440,8594655
4441,8594656
4442,8588079
4443,8588468
4444,8588080
4445,8588081
4446,8588082
4447,8588083
4448,8588084
4449,8588086
4450,8588125
4451,8570554
4452,8570557
4453,8571344
4454,8583205
4455,8571345
4456,8507975
4457,8580405
4458,8580404
4459,8580237
4460,8571346
4461,8507779
4462,8580219
4463,8580046
4464,8580400
4465,8580399
4466,8507976
4467,8571365
4468,8571366
4469,8571367
4470,8571368
4471,8587328
4472,8571369
4473,8507977
4474,8571351
4475,8571370
4476,8571349
4477,8571348
4478,8571347
4479,8571342
4480,8507992
4481,8583046
4482,8571343
4483,8582210
4484,8590009
4485,8590041
4486,8590042
4487,8590005
4488,8580939
4489,8590043
4490,8507993
4491,8579523
4492,8590108
4493,8590109
4494,8591757
4495,8590046
4496,8571435
4497,8590045
4498,8590077
4499,8571442
4500,8580427
4501,8571440
4502,8507982
4503,8571439
4504,8571438
4505,8591756
4506,8571357
4507,8571358
4508,8590038
4509,8571359
4510,8571360
4511,8571361
4512,8571371
4513,8504717
4514,8571384
4515,8571385
4516,8507777
4517,8571386
4518,8507710
4519,8571373
4520,8507984
4521,8571375
4522,8580004
4523,8571376
4524,8507949
4525,8571377
4526,8571378
4527,8571379
4528,8507985
4529,8593304
4530,8590028
4531,8590064
4532,8590004
4533,8590065
4534,8590066
4535,8590074
4536,8588550
4537,8590067
4538,8590068
4539,8590069
4540,8593306
4541,8594651
4542,8590115
4543,8571923
4544,8571926
4545,8576769
4546,8595507
4547,8571934
4548,8596081
4549,8500758
4550,8500861
4551,8591839
4552,8501008:0:4
4553,8501120:0:1
4554,8504100:0:3
4555,8501008:0:3
4556,8501008:0:6
4557,8504100:0:1
4558,8519133:0:1
4559,8504101:0:2
4560,8504102:0:1
4561,8504113:0:1
4562,8504103:0:2
4563,8504115:0:2
4564,8504104:0:2
4565,8504117:0:2
4566,8504105:0:2
4567,8504106:0:1
4568,8504108:0:4
4569,8516161:0:2
4570,8507003:0:2
4571,8507005:0:2
4572,8507007
4573,8507008:0:1
4574,8507009:0:3
4575,8507100:0:4
4576,8507009:0:2
4577,8507008:0:2
4578,8507007:0:3
4579,8507005:0:1
4580,8507003:0:3
4581,8507002:0:1
4582,8516161:0:0
4583,8507000:0:1CD
4584,8504108:0:3
4585,8504106:0:2
4586,8504105:0:1
4587,8504115:0:1
4588,8504103:0:3
4589,8504113:0:2
4590,8504102:0:2
4591,8504101:0:1
4592,8519133:0:2
4593,8507000:0:1AB
4594,8504117:0:1
4595,8504104:0:1
4596,8590048
4597,8590059
4598,8507785:0:3
4599,8571352
4600,8507776
4601,8571353
4602,8507974
4603,8507995
4604,8504711
4605,8504777
4606,8504710
4607,8580406
4608,8579748
4609,8590025
4610,8507785:0:8
4611,8507785:0:2
4612,8571355
4613,8571356
4614,8507751
4615,8581020
4616,8571316
4617,8571315
4618,8507772
4619,8507750
4620,8571314
4621,8507947
4622,8507981
4623,8581645
4624,8507775
4625,8571310:0:G
4626,8580533
4627,8571311
4628,8571312
4629,8507792
4630,8581361
4631,8579807
4632,8507791
4633,8507946
4634,8507798
4635,8570512
4636,8571354
4637,8576384
4638,8583218
4639,8507396
4640,8507390
4641,8576378
4642,8579113
4643,8579135
4644,8579133
4645,8579134
4646,8583681
4647,8571310:0:C
4648,8507785:0:4
4649,8583222
4650,8590075
4651,8571362
4652,8571364
4653,8576377
4654,8571310:0:B
4655,8576381
4656,8577039
4657,8587713
4658,8576389
4659,8576390
4660,8580891
4661,8507397
4662,8580817
4663,8576388
4664,8576387
4665,8576386
4666,8576385
4667,8507785:0:5
4668,8571372
4669,8581428
4670,8579281
4671,8579283
4672,8579288
4673,8579806
4674,8579161
4675,8579304
4676,8580532
4677,8571310:0:E
4678,8579332
4679,8579333
4680,8579334
4681,8579337
4682,8579339
4683,8577038
4684,8579710
4685,8579377
4686,8577037
4687,8571310:0:D
4688,8576641
4689,8582566
4690,8571262
4691,8571261
4692,8504756
4693,8571383
4694,8571382
4695,8578074
4696,8507994
4697,8571381
4698,8571380
4699,8507778
4700,8578908
4701,8576889
4702,8583416
4703,8583417
4704,8507867
4705,8571258
4706,8580776
4707,8571257
4708,8504757
4709,8580402
4710,8504454
4711,8576437:0:B
4712,8576886
4713,8507187
4714,8576887
4715,8576888
4716,8579177
4717,8571387
4718,8571310:0:F
4719,8581526
4720,8581748
4721,8571317
4722,8507759
4723,8581556
4724,8507948
4725,8595449
4726,8594200
4727,8594201
4728,8588990
4729,8590027
4730,8590029
4731,8590030
4732,8571325
4733,8571326
4734,8571327
4735,8571328
4736,8571329
4737,8581146
4738,8500680
4739,8583595
4740,8580084
4741,8580095
4742,8576477
4743,8557051
4744,8588989
4745,8590036
4746,8590037
4747,8590003
4748,8590127
4749,8576772
4750,8504952
4751,8504578
4752,8504953
4753,8504951
4754,8583754
4755,8576762
4756,8576761
4757,8594316
4758,8594315
4759,8576528
4760,8594320
4761,8594325
4762,8587540
4763,8507565
4764,8576516
4765,8576515
4766,8507563
4767,8576514
4768,8576513
4769,8594331
4770,8576512
4771,8581035
4772,8504767
4773,8594328
4774,8588547
4775,8576521
4776,8594318
4777,8594317
4778,8576522
4779,8582478
4780,8582477
4781,8582476
4782,8582475
4783,8582465
4784,8582485
4785,8582484
4786,8582483
4787,8582482
4788,8582481
4789,8582480
4790,8576523
4791,8576524
4792,8576537
4793,8576536
4794,8576535
4795,8576534
4796,8576533
4797,8576532
4798,8576531
4799,8576530
4800,8576529
4801,8594313
4802,8595887
4803,8594324
4804,8594323
4805,8594327
4806,8594329
4807,8500895
4808,8587544
4809,8587543
4810,8587542
4811,8576525
4812,8507561
4813,8576526
4814,8576527
4815,8588697
4816,8594322
4817,8594332
4818,8594321
4819,8587317
4820,8594330
4821,8507564
4822,8576517
4823,8576518
4824,8507562
4825,8576519
4826,8594319
4827,8508788
4828,8500729
4829,8592364
4830,8500889
4831,8571925
4832,8594281
4833,8576766
4834,8576767
4835,8500890
4836,8500891
4837,8588189
4838,8576768
4839,8500892
4840,8500893
4841,8500894
4842,8576770
4843,8576773
4844,8576771
4845,8592362
4846,8571897
4847,8583496
4848,8571898
4849,8571899
4850,8583495
4851,8571900
4852,8571902
4853,8504762
4854,8571905
4855,8504763
4856,8571904
4857,8504752
4858,8571903
4859,8583497
4860,8583498
4861,8500888
4862,8500887
4863,8500886
4864,8500885
4865,8576775
4866,8500884
4867,8576777
4868,8594639
4869,8500883
4870,8576778
4871,8500882
4872,8500881
4873,8500867
4874,8500880
4875,8500879
4876,8500878
4877,8576779
4878,8572026
4879,8581963
4880,8582973
4881,8582972
4882,8583814
4883,8571933
4884,8571932
4885,8571931
4886,8500756
4887,8500700
4888,8571930
4889,8571929
4890,8571928
4891,8571927
4892,8500162
4893,8572021
4894,8507797
4895,8507769
4896,8507799
4897,8571322
4898,8571321
4899,8507774
4900,8571320
4901,8580743
4902,8571319
4903,8580370
4904,8577036
4905,8577035
4906,8579958
4907,8504100:0:4
4908,8504023:0:1
4909,8504014:0:1
4910,8505000:0:9
4911,8504014:0:2
4912,8504023:0:2
4913,8571576
4914,8587522
4915,8581560
4916,8508699
4917,8508697
4918,8508698
4919,8576736
4920,8576742
4921,8576741
4922,8576740
4923,8576739
4924,8587231
4925,8576737
4926,8581559
4927,8576729
4928,8576731
4929,8582661
4930,8581979
4931,8576734
4932,8508778
4933,8508742
4934,8508857
4935,8571580
4936,8571579
4937,8508878
4938,8508795
4939,8508741
4940,8508766
4941,8571578
4942,8508765
4943,8580744
4944,8508740
4945,8571577
4946,8580371
4947,8557128
4948,8557126
4949,8557127
4950,8557129
4951,8576727
4952,8557100
4953,8579962
4954,8588413
4955,8587232
4956,8583066
4957,8587021
4958,8588414
4959,8587022
4960,8587233
4961,8587023
4962,8588415
4963,8587234
4964,8587235
4965,8587024
4966,8508752
4967,8590002
4968,8590001
4969,8590000
4970,8587776
4971,8588275
4972,8588269
4973,8588270
4974,8588904
4975,8588273
4976,8588704
4977,8588265
4978,8578944
4979,8578935
4980,8578932
4981,8578930
4982,8578929
4983,8571620
4984,8589514
4985,8588258
4986,8588905
4987,8579362
4988,8580384
4989,8580208
4990,8501660
4991,8580209
4992,8508762
4993,8508761
4994,8577049
4995,8571611
4996,8571613
4997,8508764
4998,8571612
4999,8508763
5000,8571610
5001,8571609
5002,8571608
5003,8508767
5004,8571595
5005,8571594
5006,8571583
5007,8571582
5008,8581371
5009,8581370
5010,8582185
5011,8583733
5012,8571596
5013,8571597
5014,8570532
5015,8571598
5016,8571599
5017,8571600
5018,8571601
5019,8508775
5020,8571602
5021,8571603
5022,8571604
5023,8571605
5024,8582258
5025,8508760
5026,8508791
5027,8571606
5028,8571607
5029,8508877
5030,8573140
5031,8573106
5032,8577396
5033,8508724
5034,8580375
5035,8505762
5036,8508723
5037,8580197
5038,8508983
5039,8508792
5040,8571591
5041,8571590
5042,8508781
5043,8571589
5044,8508981
5045,8571588
5046,8571587
5047,8571586
5048,8571585
5049,8574521
5050,8571625
5051,8571626
5052,8507713
5053,8571627
5054,8571628
5055,8507789
5056,8581910
5057,8507715
5058,8580568
5059,8507714
5060,8571629
5061,8571630
5062,8507986
5063,8583316
5064,8590073
5065,8590119
5066,8590118
5067,8590098
5068,8508100:0:2
5069,8508008:0:1
5070,8508005:0:2
5071,8508006:0:1
5072,8508005:0:3
5073,8508008:0:2
5074,8508100:0:3
5075,8581992
5076,8581369
5077,8581368
5078,8581366
5079,8581592
5080,8579711
5081,8581364
5082,8571593
5083,8581479
5084,8581363
5085,8570506
5086,8581472
5087,8581473
5088,8570534
5089,8581474
5090,8581475
5091,8580604
5092,8581994
5093,8570264
5094,8571584
5095,8581915
5096,8581908
5097,8581372
5098,8581376
5099,8581375
5100,8581562
5101,8581374
5102,8571592
5103,8581555
5104,8581373
5105,8571264
5106,8581360
5107,8581187
5108,8581952
5109,8579277
5110,8501329
5111,8571266
5112,8571267
5113,8571268
5114,8571269
5115,8571270
5116,8571271
5117,8501771
5118,8577048
5119,8571272
5120,8501769
5121,8501978
5122,8571280
5123,8571279
5124,8571278
5125,8501793
5126,8571277
5127,8571276
5128,8571275
5129,8582705
5130,8571274
5131,8571273
5132,8579266
5133,8581097
5134,8581098
5135,8579265
5136,8581356
5137,8581357
5138,8579264
5139,8581358
5140,8581359
5141,8579267
5142,8579261
5143,8579268
5144,8579269
5145,8579270
5146,8579271
5147,8581189
5148,8571282
5149,8571283
5150,8571284
5151,8571285
5152,8571286
5153,8571287
5154,8571288
5155,8571289
5156,8501774
5157,8571290
5158,8501581
5159,8571295
5160,8571294
5161,8571293
5162,8571292
5163,8571291
5164,8571296
5165,8580060
5166,8571297
5167,8571298
5168,8580057
5169,8571299
5170,8571300
5171,8571301
5172,8580540
5173,8571302
5174,8501977
5175,8571305
5176,8580344
5177,8571304
5178,8580520
5179,8580239
5180,8580539
5181,8571303
5182,8590063
5183,8590062
5184,8590060
5185,8590061
5186,8591922
5187,8580420
5188,8580418
5189,8557048
5190,8580421
5191,8504103:0:1
5192,8504191:0:1
5193,8504192:0:2
5194,8504194
5195,8504192:0:1
5196,8508207:0:3
5197,8508206
5198,8508205:0:2
5199,8508204
5200,8508203:0:2
5201,8508202:0:3
5202,8508201:0:1
5203,8508200
5204,8508207:0:2
5205,8508207:0:1
5206,8508201:0:2
5207,8508202:0:2
5208,8508203:0:1
5209,8508205:0:1
5210,8508207
5211,8516161:0:1
5212,8507000:0:1A
5213,8588994
5214,8588996
5215,8589008
5216,8588991
5217,8590129
5218,8507178
5219,8576885
5220,8507179
5221,8576884
5222,8507186
5223,8576883
5224,8576882
5225,8576881
5226,8588800
5227,8507502
5228,8595478
5229,8590400
5230,8595477
5231,8590401
5232,8595479
5233,8590399
5234,8571331
5235,8583254
5236,8507766
5237,8571332
5238,8583255
5239,8571333
5240,8583256
5241,8581019
5242,8571334
5243,8507760
5244,8582987
5245,8571335
5246,8571336
5247,8571337
5248,8571338
5249,8571339
5250,8571340
5251,8507755
5252,8557054
5253,8595145
5254,8595144
5255,8596103
5256,8507469
5257,8576367
5258,8576368
5259,8507588
5260,8507586
5261,8507506
5262,8507461
5263,8507462
5264,8507507
5265,8507508
5266,8588176
5267,8507467
5268,8507589
5269,8576369
5270,8576370
5271,8576371
5272,8594920
5273,8507999
5274,8581147
5275,8581148
5276,8581149
5277,8578062
5278,8581151
5279,8571959
5280,8571960
5281,8571961
5282,8500676
5283,8583687
5284,8571962
5285,8571963
5286,8571964
5287,8583786
5288,8504397
5289,8571944
5290,8571943
5291,8500751
5292,8581909
5293,8581912
5294,8578911
5295,8576485
5296,8576484
5297,8576483
5298,8576482
5299,8576481
5300,8576748
5301,8576749
5302,8507883
5303,8588491
5304,8576751
5305,8507880
5306,8576753
5307,8507884
5308,8588490
5309,8576760
5310,8507886
5311,8576758
5312,8576757
5313,8576645
5314,8576644
5315,8576643
5316,8576642
5317,8588809
5318,8589516
5319,8589517
5320,8589518
5321,8589519
5322,8589520
5323,8589521
5324,8589869
5325,8592320
5326,8592319
5327,8590079
5328,8590085
5329,8590078
5330,8590086
5331,8590031
5332,8590024
5333,8590008
5334,8590026
5335,8590039
5336,8590017
5337,8590018
5338,8590080
5339,8571636
5340,8580535
5341,8582970
5342,8507722
5343,8581362
5344,8507718
5345,8583545
5346,8571643
5347,8507721
5348,8571637
5349,8507724
5350,8507780
5351,8507725
5352,8507720
5353,8507711
5354,8571639
5355,8507723
5356,8571640
5357,8581018
5358,8581017
5359,8571641
5360,8507756
5361,8582971
5362,8583546
5363,8581865
5364,8504938
5365,8577760
5366,8577761
5367,8504861
5368,8577762
5369,8588866
5370,8577763
5371,8504731
5372,8504730
5373,8504729
5374,8504732
5375,8577764
5376,8582225
5377,8590047
5378,8595137
5379,8576664:0:D
5380,8588354
5381,8588361
